語句,読み,意味,語源等解説,関連語,関連分野,難易度
arrive at,アラ́イヴ ア́ット,到着する,arrive(到着する)と at(〜に)の組み合わせ。目的地に着くという意味。,"reach(リ́ーチ): 到達する, get to(ゲ́ットトゥ): 着く",場所・移動,beginner
as a result of,As A Result Of,〜の結果として,as a result of の詳しい用法を追加してください。,,熟語,intermediate
as for,As For,〜については,as for の詳しい用法を追加してください。,,熟語,intermediate
ask for,ア́スク フォ́ー,〜を求める,ask(頼む)と for(〜を)の組み合わせ。何かをくださいと言うという意味。,"request(リクウェ́スト): 要求する, seek(スィ́ーク): 求める",言語基本,beginner
at first,At First,最初は,at first の詳しい用法を追加してください。,,熟語,intermediate
at home,At Home,家で,at home の詳しい用法を追加してください。,,熟語,intermediate
at least,At Least,少なくとも,at least の詳しい用法を追加してください。,,熟語,intermediate
at night,At Night,夜に,at night の詳しい用法を追加してください。,,熟語,intermediate
at the time,At The Time,その時,at the time の詳しい用法を追加してください。,,熟語,intermediate
be able to,Be Able To,〜できる,be able to の詳しい用法を追加してください。,,熟語,intermediate
be about to,Be About To,である about to,be about to の詳しい用法を追加してください。,,熟語,intermediate
be afraid of,ビー アフレ́イド オヴ,〜を恐れる,be、afraid(怖がって)、of(〜を)の組み合わせ。恐怖を感じるという意味。,"fear(フィ́ア): 恐れる, be scared of(ビースケ́アドオヴ): 〜が怖い",人・社会,beginner
be amazed at,Be Amazed At,である amazed at,be amazed at の詳しい用法を追加してください。,,熟語,intermediate
be born,Be Born,生まれる,be born の詳しい用法を追加してください。,,熟語,intermediate
be careful with,Be Careful With,である careful with,be careful with の詳しい用法を追加してください。,,熟語,intermediate
be different from,ビー ディ́ファレント フロ́ム,〜と異なる,be、different(異なる)、from(〜と)の組み合わせ。違いがあるという意味。,"differ from(ディ́ファーフロム): 〜と異なる, vary from(ヴェ́アリフロム): 〜と変わる",言語基本,beginner
be familiar to,Be Familiar To,である familiar to,be familiar to の詳しい用法を追加してください。,,熟語,intermediate
be famous for,ビー フェ́イマス フォ́ー,〜で有名である,be、famous(有名な)、for(〜で)の組み合わせ。よく知られているという意味。,"be well-known for(ビーウェ́ルノ́ウンフォア): 〜で有名である, be renowned for(ビーリナ́ウンドフォア): 〜で名高い",人・社会,beginner
be filled with,Be Filled With,〜で満たされる,be filled with の詳しい用法を追加してください。,,熟語,intermediate
be full of,ビー フ́ル オヴ,〜でいっぱいである,be、full(満ちた)、of(〜で)の組み合わせ。満ちているという意味。,"be filled with(ビーフィ́ルドウィズ): 〜で満たされている, be packed with(ビーパ́クトウィズ): 〜で詰まっている",時間・数量,beginner
be good at,ビー グ́ッド ア́ット,〜が得意である,be、good(上手な)、at(〜において)の組み合わせ。能力が高いという意味。,"excel at(イクセ́ルア́ット): 〜に秀でる, be skilled at(ビースキ́ルドア́ット): 〜が上手である",学校・学習,beginner
be in trouble,Be In Trouble,である (in),be in trouble の詳しい用法を追加してください。,,熟語,intermediate
be interested in,ビー イ́ンタレスティド イ́ン,〜に興味がある,be、interested(興味を持った)、in(〜に)の組み合わせ。関心があるという意味。,"be curious about(ビーキュ́アリアスアバウト): 〜に好奇心がある, be keen on(ビーキ́ーンオン): 〜に熱心である",学校・学習,beginner
be proud of,ビー プラ́ウド オヴ,〜を誇りに思う,be、proud(誇らしい)、of(〜を)の組み合わせ。自慢に思うという意味。,"take pride in(テ́イクプラ́イドイン): 〜を誇る, boast of(ボ́ウストオヴ): 〜を自慢する",人・社会,beginner
be ready for,ビー レ́ディ フォ́ー,〜の準備ができている,be、ready(準備ができた)、for(〜の)の組み合わせ。用意が整っているという意味。,"be prepared for(ビープリペアドフォア): 〜の準備ができている, be set for(ビーセットフォア): 〜の準備万端である",日常生活,beginner
be ready to,Be Ready To,である ready to,be ready to の詳しい用法を追加してください。,,熟語,intermediate
be satisfied with,ビー サ́ティスファイド ウィズ,〜に満足している,be、satisfied(満足した)、with(〜に)の組み合わせ。納得しているという意味。,"be content with(ビーコンテ́ントウィズ): 〜に満足している, be pleased with(ビープリ́ーズドウィズ): 〜に喜んでいる",人・社会,beginner
be tired of,ビー タ́イアド オヴ,〜にうんざりする,be、tired(疲れた)、of(〜に)の組み合わせ。飽き飽きするという意味。,"be sick of(ビースィ́ックオヴ): 〜にうんざりする, be fed up with(ビーフェ́ッドア́ップウィズ): 〜にうんざりする",人・社会,beginner
because of,Because Of,〜のために,because of の詳しい用法を追加してください。,,熟語,intermediate
belong to,ビロ́ング トゥ,〜に属する,belong(属する)と to(〜に)の組み合わせ。所有や所属を示すという意味。,"be owned by(ビーオ́ウンドバ́イ): 〜に所有される, be part of(ビーパ́ートオヴ): 〜の一部である",人・社会,beginner
between A and B,Between A And B,AとBの間に,between A and B の詳しい用法を追加してください。,,熟語,intermediate
both A and B,Both A And B,AもBも両方,both A and B の詳しい用法を追加してください。,,熟語,intermediate
bring back,ブリ́ング バ́ック,持ち帰る・思い出させる,bring(持ってくる)と back(後ろに)の組み合わせ。元の場所に戻す、または記憶を呼び起こすという意味。,"return(リタ́ーン): 返す, remind(リマ́インド): 思い出させる",日常生活,beginner
by the way,By The Way,ところで,by the way の詳しい用法を追加してください。,,熟語,intermediate
Call me,Call Me,呼ぶ me,call me の詳しい用法を追加してください。,,熟語,intermediate
Can I,Can I,私は〜してもいいですか,Can I の詳しい用法を追加してください。,,熟語,intermediate
Can you,Can You,あなたは〜できますか,Can you の詳しい用法を追加してください。,,熟語,intermediate
come back,Come Back,戻る,come back の詳しい用法を追加してください。,,熟語,intermediate
come from,カ́ム フロ́ム,〜出身である・由来する,come(来る)と from(〜から)の組み合わせ。出身地や起源を示すという意味。,"originate from(オリ́ジネイトフロム): 由来する, be from(ビーフロム): 〜出身である",言語基本,beginner
come in,Come In,入る,come in の詳しい用法を追加してください。,,熟語,intermediate
come true,Come True,実現する,come true の詳しい用法を追加してください。,,熟語,intermediate
Could you,Could You,〜していただけますか,Could you の詳しい用法を追加してください。,,熟語,intermediate
decide to,Decide To,決定する to,decide to の詳しい用法を追加してください。,,熟語,intermediate
depend on,ディペ́ンド オ́ン,頼る・次第である,depend(依存する)と on(〜に)の組み合わせ。誰かに頼る、または何かによって決まるという意味。,"rely on(リラ́イオン): 頼る, count on(カ́ウントオン): 当てにする",人・社会,beginner
die out,Die Out,絶滅する,die out の詳しい用法を追加してください。,,熟語,intermediate
do one's best,Do One'S Best,最善を尽くす,do one's best の詳しい用法を追加してください。,,熟語,intermediate
do well,Do Well,する well,do well の詳しい用法を追加してください。,,熟語,intermediate
don't have to,Don'T Have To,〜する必要はない,don't have to の詳しい用法を追加してください。,,熟語,intermediate
each other,Each Other,お互いに,each other の詳しい用法を追加してください。,,熟語,intermediate
eat out,Eat Out,外食する,eat out の詳しい用法を追加してください。,,熟語,intermediate
encourage A to B,Encourage A To B,AにBするよう励ます,encourage A to B の詳しい用法を追加してください。,,熟語,intermediate
even if,Even If,たとえ〜でも,even if の詳しい用法を追加してください。,,熟語,intermediate
every day,Every Day,毎日,every day の詳しい用法を追加してください。,,熟語,intermediate
Excuse me.,Excuse Me.,すみません,Excuse me. の詳しい用法を追加してください。,,熟語,intermediate
fall down,Fall Down,落ちる,fall down の詳しい用法を追加してください。,,熟語,intermediate
far away,ファ́ー アウェ́イ,遠くに,far(遠い)と away(離れて)の組み合わせ。距離が離れているという意味。,"distant(ディ́スタント): 遠い, remote(リモ́ウト): 遠く離れた",場所・移動,beginner
feel free to,Feel Free To,感じる free to,feel free to の詳しい用法を追加してください。,,熟語,intermediate
feel like -ing,Feel Like -Ing,感じる like -ing,feel like -ing の詳しい用法を追加してください。,,熟語,intermediate
for a long time,For A Long Time,長い間,for a long time の詳しい用法を追加してください。,,熟語,intermediate
for example,For Example,例えば,for example の詳しい用法を追加してください。,,熟語,intermediate
for the first time,For The First Time,初めて,for the first time の詳しい用法を追加してください。,,熟語,intermediate
get off,Get Off,降りる,get off の詳しい用法を追加してください。,,熟語,intermediate
get to,Get To,得る・なる to,get to の詳しい用法を追加してください。,,熟語,intermediate
get up,Get Up,起きる,get up の詳しい用法を追加してください。,,熟語,intermediate
get well,Get Well,得る・なる well,get well の詳しい用法を追加してください。,,熟語,intermediate
go -ing,Go -Ing,行く -ing,go -ing の詳しい用法を追加してください。,,熟語,intermediate
go along,ゴ́ウ アロ́ング,進む・賛成する,go(行く)と along(沿って)の組み合わせ。前に進む、または同意するという意味。,"proceed(プロスィ́ード): 進む, agree(アグリ́ー): 賛成する",人・社会,beginner
go back to,Go Back To,行く back to,go back to の詳しい用法を追加してください。,,熟語,intermediate
go by,ゴ́ウ バ́イ,過ぎる・従う,go(行く)とby(そばを)の組み合わせ。時間が経過するまたは規則に沿うという意味。,"pass(パ́ス): 通り過ぎる, follow(フォ́ロウ): 従う",時間・数量,intermediate
go out,Go Out,外出する,go out の詳しい用法を追加してください。,,熟語,intermediate
go to bed,Go To Bed,行く to bed,go to bed の詳しい用法を追加してください。,,熟語,intermediate
grow up,Grow Up,成長する,grow up の詳しい用法を追加してください。,,熟語,intermediate
hand out,ハ́ンド ア́ウト,配る,hand(手渡す)と out(外へ)の組み合わせ。多くの人に物を配るという意味。,"distribute(ディストリ́ビュート): 配布する, give out(ギ́ヴア́ウト): 配る",学校・学習,beginner
have a cold,Have A Cold,風邪をひいている,have a cold の詳しい用法を追加してください。,,熟語,intermediate
have been to,Have Been To,持つ been to,have been to の詳しい用法を追加してください。,,熟語,intermediate
have no idea,Have No Idea,持つ no idea,have no idea の詳しい用法を追加してください。,,熟語,intermediate
have to,Have To,〜しなければならない,have to の詳しい用法を追加してください。,,熟語,intermediate
hear of,ヒ́ア オヴ,〜について聞く,hear(聞く)とof(〜について)の組み合わせ。知るという意味。,"learn about(ラ́ーンアバウト): 知る, be informed of(ビーインフォ́ームドオヴ): 知らされる",言語基本,intermediate
help A with B,Help A With B,助ける a with b,help a with b の詳しい用法を追加してください。,,熟語,intermediate
Here is -,Here Is -,こちらが〜です,Here is - の詳しい用法を追加してください。,,熟語,intermediate
Here you are.,Here You Are.,はい、どうぞ,Here you are. の詳しい用法を追加してください。,,熟語,intermediate
How about,How About,〜はどうですか,How about の詳しい用法を追加してください。,,熟語,intermediate
How are you.,How Are You.,お元気ですか,How are you. の詳しい用法を追加してください。,,熟語,intermediate
How long,How Long,どのくらい長く,How long の詳しい用法を追加してください。,,熟語,intermediate
How many,How Many,いくつ,How many の詳しい用法を追加してください。,,熟語,intermediate
How much,How Much,いくら,How much の詳しい用法を追加してください。,,熟語,intermediate
I see.,I See.,なるほど,I see. の詳しい用法を追加してください。,,熟語,intermediate
in case of,イン ケ́イス オヴ,〜の場合には,in(〜において)、case(場合)、of(〜の)の組み合わせ。想定される状況を示す。,"in the event of(インザイヴェ́ントオヴ): 〜が起きた場合, if there is(イフゼ́アイズ): もし〜があれば",時間・数量,intermediate
in fact,In Fact,実際は,in fact の詳しい用法を追加してください。,,熟語,intermediate
in front of,イン フラ́ント オヴ,〜の前に,in(〜に)、front(前)、of(〜の)の組み合わせ。前方の位置を示す。,"before(ビフォ́ー): 〜の前に, ahead of(アヘ́ッドオヴ): 〜の前方に",場所・移動,beginner
in line,In Line,並んで,in line の詳しい用法を追加してください。,,熟語,intermediate
in need,In Need,困っている,in need で「必要としている、困っている」という意味。支援が必要な状態を表す。,"in trouble(イントラブル): 困って, needing help(ニーディングヘルプ): 助けが必要な",会話表現,intermediate
in order to,In Order To,〜するために,in order to の詳しい用法を追加してください。,,熟語,intermediate
in the future,In The Future,将来,in the future の詳しい用法を追加してください。,,熟語,intermediate
in the middle of,In The Middle Of,〜の真ん中で,in the middle of の詳しい用法を追加してください。,,熟語,intermediate
in those days,In Those Days,当時は,in those days で「その当時は、あの頃は」という意味。過去のある時期を指す。,"at that time(アットザットタイム): その時, back then(バックゼン): あの頃",時間表現,intermediate
instead of,Instead Of,〜の代わりに,instead of の詳しい用法を追加してください。,,熟語,intermediate
It is said that,It Is Said That,〜だと言われている,It is said that で「〜だと言われている」という伝聞表現。一般的な見解を示す。,"They say that(ゼイセイザット): 〜だそうだ, It is believed that(イットイズビリーヴドザット): 〜だと信じられている",文型,intermediate
it is time to,It Is Time To,〜する時間だ,it is time to で「〜する時間だ、〜すべき時だ」という意味。行動を促す表現。,"It's time for(イッツタイムフォー): 〜の時間だ, We should(ウィーシュッド): 〜すべきだ",文型,intermediate
Just a moment,Just A Moment,ちょっと待って,Just a moment で「少々お待ちください」という丁寧な待機依頼の表現。,"Wait a minute(ウェイトアミニット): ちょっと待って, One moment please(ワンモーメントプリーズ): 少々お待ちください",会話表現,intermediate
keep in touch,Keep In Touch,連絡を取り合う,keep in touch の詳しい用法を追加してください。,,熟語,intermediate
keep on -ing,Keep On -Ing,保つ (on),keep on -ing の詳しい用法を追加してください。,,熟語,intermediate
Let's see.,Let'S See.,えーと/どれどれ,Let's see. で「えーと、そうですね」と考える時や、何かを確認する時に使う表現。,"Let me think(レットミーシンク): 考えさせて, Well(ウェル): えーと",会話表現,intermediate
listen to,リ́スン トゥ,〜を聞く,listen(聞く)と to(〜に)の組み合わせ。注意して音を聞くという意味。,"hear(ヒ́ア): 聞こえる, pay attention to(ペ́イアテ́ンショントゥ): 〜に注意を払う",言語基本,beginner
little by little,リ́トゥル バイ リ́トゥル,少しずつ,little(少し)を by(〜ごとに)でつなぐ繰り返し。徐々にという意味。,"gradually(グラ́ジュアリ): 徐々に, step by step(ステ́ップバイステップ): 段階的に",時間・数量,beginner
look at,Look At,〜を見る,look at の詳しい用法を追加してください。,,熟語,intermediate
look for,Look For,〜を探す,look for の詳しい用法を追加してください。,,熟語,intermediate
look forward to,Look Forward To,〜を楽しみにする,look forward to の詳しい用法を追加してください。,,熟語,intermediate
look like,Look Like,〜のように見える,look like の詳しい用法を追加してください。,,熟語,intermediate
lots of,Lots Of,多くの,lots of の詳しい用法を追加してください。,,熟語,intermediate
make a difference,メ́イク ア ディ́フレンス,違いを生む・影響を与える,make(作る)、a difference(違い)の組み合わせ。変化をもたらすという意味。,"have an impact(ハ́ヴァニンパ́クト): 影響を持つ, matter(マ́ター): 重要である",人・社会,intermediate
