語句,読み,意味,語源等解説,関連語,関連分野,難易度
agree with,Agree With,〜に同意する,agree with の詳しい用法を追加してください。,,言語基本,intermediate
all over,All Over,至る所に,all over の詳しい用法を追加してください。,,言語基本,intermediate
all over the world,All Over The World,世界中に,all over the world の詳しい用法を追加してください。,,言語基本,intermediate
All right.,All Right.,大丈夫,All right. の詳しい用法を追加してください。,,言語基本,intermediate
all the time,All The Time,いつも,all the time の詳しい用法を追加してください。,,言語基本,intermediate
and so on,And So On,など,and so on の詳しい用法を追加してください。,,言語基本,intermediate
arrive at,アラ́イヴ ア́ット,到着する,arrive(到着する)と at(〜に)の組み合わせ。目的地に着くという意味。,"reach(リ́ーチ): 到達する, get to(ゲ́ットトゥ): 着く",場所・移動,beginner
as a result of,As A Result Of,〜の結果として,as a result of の詳しい用法を追加してください。,,言語基本,intermediate
as for,As For,〜については,as for の詳しい用法を追加してください。,,言語基本,intermediate
ask for,ア́スク フォ́ー,〜を求める,ask(頼む)と for(〜を)の組み合わせ。何かをくださいと言うという意味。,"request(リクウェ́スト): 要求する, seek(スィ́ーク): 求める",言語基本,beginner
at first,At First,最初は,at first の詳しい用法を追加してください。,,言語基本,intermediate
at home,At Home,家で,at home の詳しい用法を追加してください。,,言語基本,intermediate
at least,At Least,少なくとも,at least の詳しい用法を追加してください。,,言語基本,intermediate
at night,At Night,夜に,at night の詳しい用法を追加してください。,,言語基本,intermediate
at the time,At The Time,その時,at the time の詳しい用法を追加してください。,,言語基本,intermediate
be able to,Be Able To,〜できる,be able to の詳しい用法を追加してください。,,言語基本,intermediate
be about to,Be About To,である about to,be about to の詳しい用法を追加してください。,,言語基本,intermediate
be afraid of,ビー アフレ́イド オヴ,〜を恐れる,be、afraid(怖がって)、of(〜を)の組み合わせ。恐怖を感じるという意味。,"fear(フィ́ア): 恐れる, be scared of(ビースケ́アドオヴ): 〜が怖い",人・社会,beginner
be amazed at,Be Amazed At,である amazed at,be amazed at の詳しい用法を追加してください。,,言語基本,intermediate
be born,Be Born,生まれる,be born の詳しい用法を追加してください。,,言語基本,intermediate
be careful with,Be Careful With,である careful with,be careful with の詳しい用法を追加してください。,,言語基本,intermediate
be different from,ビー ディ́ファレント フロ́ム,〜と異なる,be、different(異なる)、from(〜と)の組み合わせ。違いがあるという意味。,"differ from(ディ́ファーフロム): 〜と異なる, vary from(ヴェ́アリフロム): 〜と変わる",言語基本,beginner
be familiar to,Be Familiar To,である familiar to,be familiar to の詳しい用法を追加してください。,,言語基本,intermediate
be famous for,ビー フェ́イマス フォ́ー,〜で有名である,be、famous(有名な)、for(〜で)の組み合わせ。よく知られているという意味。,"be well-known for(ビーウェ́ルノ́ウンフォア): 〜で有名である, be renowned for(ビーリナ́ウンドフォア): 〜で名高い",人・社会,beginner
be filled with,Be Filled With,〜で満たされる,be filled with の詳しい用法を追加してください。,,言語基本,intermediate
be full of,ビー フ́ル オヴ,〜でいっぱいである,be、full(満ちた)、of(〜で)の組み合わせ。満ちているという意味。,"be filled with(ビーフィ́ルドウィズ): 〜で満たされている, be packed with(ビーパ́クトウィズ): 〜で詰まっている",時間・数量,beginner
be good at,ビー グ́ッド ア́ット,〜が得意である,be、good(上手な)、at(〜において)の組み合わせ。能力が高いという意味。,"excel at(イクセ́ルア́ット): 〜に秀でる, be skilled at(ビースキ́ルドア́ット): 〜が上手である",学校・学習,beginner
be in trouble,Be In Trouble,である (in),be in trouble の詳しい用法を追加してください。,,言語基本,intermediate
be interested in,ビー イ́ンタレスティド イ́ン,〜に興味がある,be、interested(興味を持った)、in(〜に)の組み合わせ。関心があるという意味。,"be curious about(ビーキュ́アリアスアバウト): 〜に好奇心がある, be keen on(ビーキ́ーンオン): 〜に熱心である",学校・学習,beginner
be proud of,ビー プラ́ウド オヴ,〜を誇りに思う,be、proud(誇らしい)、of(〜を)の組み合わせ。自慢に思うという意味。,"take pride in(テ́イクプラ́イドイン): 〜を誇る, boast of(ボ́ウストオヴ): 〜を自慢する",人・社会,beginner
be ready for,ビー レ́ディ フォ́ー,〜の準備ができている,be、ready(準備ができた)、for(〜の)の組み合わせ。用意が整っているという意味。,"be prepared for(ビープリペアドフォア): 〜の準備ができている, be set for(ビーセットフォア): 〜の準備万端である",日常生活,beginner
be ready to,Be Ready To,である ready to,be ready to の詳しい用法を追加してください。,,言語基本,intermediate
be satisfied with,ビー サ́ティスファイド ウィズ,〜に満足している,be、satisfied(満足した)、with(〜に)の組み合わせ。納得しているという意味。,"be content with(ビーコンテ́ントウィズ): 〜に満足している, be pleased with(ビープリ́ーズドウィズ): 〜に喜んでいる",人・社会,beginner
be tired of,ビー タ́イアド オヴ,〜にうんざりする,be、tired(疲れた)、of(〜に)の組み合わせ。飽き飽きするという意味。,"be sick of(ビースィ́ックオヴ): 〜にうんざりする, be fed up with(ビーフェ́ッドア́ップウィズ): 〜にうんざりする",人・社会,beginner
because of,Because Of,〜のために,because of の詳しい用法を追加してください。,,言語基本,intermediate
belong to,ビロ́ング トゥ,〜に属する,belong(属する)と to(〜に)の組み合わせ。所有や所属を示すという意味。,"be owned by(ビーオ́ウンドバ́イ): 〜に所有される, be part of(ビーパ́ートオヴ): 〜の一部である",人・社会,beginner
between A and B,Between A And B,AとBの間に,between A and B の詳しい用法を追加してください。,,言語基本,intermediate
both A and B,Both A And B,AもBも両方,both A and B の詳しい用法を追加してください。,,言語基本,intermediate
bring back,ブリ́ング バ́ック,持ち帰る・思い出させる,bring(持ってくる)と back(後ろに)の組み合わせ。元の場所に戻す、または記憶を呼び起こすという意味。,"return(リタ́ーン): 返す, remind(リマ́インド): 思い出させる",日常生活,beginner
by the way,By The Way,ところで,by the way の詳しい用法を追加してください。,,言語基本,intermediate
Call me,Call Me,呼ぶ me,call me の詳しい用法を追加してください。,,言語基本,intermediate
Can I,Can I,私は〜してもいいですか,Can I の詳しい用法を追加してください。,,言語基本,intermediate
Can you,Can You,あなたは〜できますか,Can you の詳しい用法を追加してください。,,言語基本,intermediate
come back,Come Back,戻る,come back の詳しい用法を追加してください。,,言語基本,intermediate
come from,カ́ム フロ́ム,〜出身である・由来する,come(来る)と from(〜から)の組み合わせ。出身地や起源を示すという意味。,"originate from(オリ́ジネイトフロム): 由来する, be from(ビーフロム): 〜出身である",言語基本,beginner
come in,Come In,入る,come in の詳しい用法を追加してください。,,言語基本,intermediate
come true,Come True,実現する,come true の詳しい用法を追加してください。,,言語基本,intermediate
Could you,Could You,〜していただけますか,Could you の詳しい用法を追加してください。,,言語基本,intermediate
decide to,Decide To,決定する to,decide to の詳しい用法を追加してください。,,言語基本,intermediate
depend on,ディペ́ンド オ́ン,頼る・次第である,depend(依存する)と on(〜に)の組み合わせ。誰かに頼る、または何かによって決まるという意味。,"rely on(リラ́イオン): 頼る, count on(カ́ウントオン): 当てにする",人・社会,beginner
die out,Die Out,絶滅する,die out の詳しい用法を追加してください。,,言語基本,intermediate
do one's best,Do One'S Best,最善を尽くす,do one's best の詳しい用法を追加してください。,,言語基本,intermediate
do well,Do Well,する well,do well の詳しい用法を追加してください。,,言語基本,intermediate
don't have to,Don'T Have To,〜する必要はない,don't have to の詳しい用法を追加してください。,,言語基本,intermediate
each other,Each Other,お互いに,each other の詳しい用法を追加してください。,,言語基本,intermediate
eat out,Eat Out,外食する,eat out の詳しい用法を追加してください。,,言語基本,intermediate
encourage A to B,Encourage A To B,AにBするよう励ます,encourage A to B の詳しい用法を追加してください。,,言語基本,intermediate
even if,Even If,たとえ〜でも,even if の詳しい用法を追加してください。,,言語基本,intermediate
every day,Every Day,毎日,every day の詳しい用法を追加してください。,,言語基本,intermediate
Excuse me.,Excuse Me.,すみません,Excuse me. の詳しい用法を追加してください。,,言語基本,intermediate
fall down,Fall Down,落ちる,fall down の詳しい用法を追加してください。,,言語基本,intermediate
far away,ファ́ー アウェ́イ,遠くに,far(遠い)と away(離れて)の組み合わせ。距離が離れているという意味。,"distant(ディ́スタント): 遠い, remote(リモ́ウト): 遠く離れた",場所・移動,beginner
feel free to,Feel Free To,感じる free to,feel free to の詳しい用法を追加してください。,,言語基本,intermediate
feel like -ing,Feel Like -Ing,感じる like -ing,feel like -ing の詳しい用法を追加してください。,,言語基本,intermediate
for a long time,For A Long Time,長い間,for a long time の詳しい用法を追加してください。,,言語基本,intermediate
for example,For Example,例えば,for example の詳しい用法を追加してください。,,言語基本,intermediate
for the first time,For The First Time,初めて,for the first time の詳しい用法を追加してください。,,言語基本,intermediate
get off,Get Off,降りる,get off の詳しい用法を追加してください。,,言語基本,intermediate
get to,Get To,得る・なる to,get to の詳しい用法を追加してください。,,言語基本,intermediate
get up,Get Up,起きる,get up の詳しい用法を追加してください。,,言語基本,intermediate
get well,Get Well,得る・なる well,get well の詳しい用法を追加してください。,,言語基本,intermediate
go -ing,Go -Ing,行く -ing,go -ing の詳しい用法を追加してください。,,言語基本,intermediate
go along,ゴ́ウ アロ́ング,進む・賛成する,go(行く)と along(沿って)の組み合わせ。前に進む、または同意するという意味。,"proceed(プロスィ́ード): 進む, agree(アグリ́ー): 賛成する",人・社会,beginner
go back to,Go Back To,行く back to,go back to の詳しい用法を追加してください。,,言語基本,intermediate
go by,ゴ́ウ バ́イ,過ぎる・従う,go(行く)とby(そばを)の組み合わせ。時間が経過するまたは規則に沿うという意味。,"pass(パ́ス): 通り過ぎる, follow(フォ́ロウ): 従う",時間・数量,intermediate
go out,Go Out,外出する,go out の詳しい用法を追加してください。,,言語基本,intermediate
go to bed,Go To Bed,行く to bed,go to bed の詳しい用法を追加してください。,,言語基本,intermediate
grow up,Grow Up,成長する,grow up の詳しい用法を追加してください。,,言語基本,intermediate
hand out,ハ́ンド ア́ウト,配る,hand(手渡す)と out(外へ)の組み合わせ。多くの人に物を配るという意味。,"distribute(ディストリ́ビュート): 配布する, give out(ギ́ヴア́ウト): 配る",学校・学習,beginner
have a cold,Have A Cold,風邪をひいている,have a cold の詳しい用法を追加してください。,,言語基本,intermediate
have been to,Have Been To,持つ been to,have been to の詳しい用法を追加してください。,,言語基本,intermediate
have no idea,Have No Idea,持つ no idea,have no idea の詳しい用法を追加してください。,,言語基本,intermediate
have to,Have To,〜しなければならない,have to の詳しい用法を追加してください。,,言語基本,intermediate
hear of,ヒ́ア オヴ,〜について聞く,hear(聞く)とof(〜について)の組み合わせ。知るという意味。,"learn about(ラ́ーンアバウト): 知る, be informed of(ビーインフォ́ームドオヴ): 知らされる",言語基本,intermediate
help A with B,Help A With B,助ける a with b,help a with b の詳しい用法を追加してください。,,言語基本,intermediate
Here is -,Here Is -,こちらが〜です,Here is - の詳しい用法を追加してください。,,言語基本,intermediate
Here you are.,Here You Are.,はい、どうぞ,Here you are. の詳しい用法を追加してください。,,言語基本,intermediate
How about,How About,〜はどうですか,How about の詳しい用法を追加してください。,,言語基本,intermediate
How are you.,How Are You.,お元気ですか,How are you. の詳しい用法を追加してください。,,言語基本,intermediate
How long,How Long,どのくらい長く,How long の詳しい用法を追加してください。,,言語基本,intermediate
How many,How Many,いくつ,How many の詳しい用法を追加してください。,,言語基本,intermediate
How much,How Much,いくら,How much の詳しい用法を追加してください。,,言語基本,intermediate
I see.,I See.,なるほど,I see. の詳しい用法を追加してください。,,言語基本,intermediate
in case of,イン ケ́イス オヴ,〜の場合には,in(〜において)、case(場合)、of(〜の)の組み合わせ。想定される状況を示す。,"in the event of(インザイヴェ́ントオヴ): 〜が起きた場合, if there is(イフゼ́アイズ): もし〜があれば",時間・数量,intermediate
in fact,In Fact,実際は,in fact の詳しい用法を追加してください。,,言語基本,intermediate
in front of,イン フラ́ント オヴ,〜の前に,in(〜に)、front(前)、of(〜の)の組み合わせ。前方の位置を示す。,"before(ビフォ́ー): 〜の前に, ahead of(アヘ́ッドオヴ): 〜の前方に",場所・移動,beginner
in line,In Line,並んで,in line の詳しい用法を追加してください。,,言語基本,intermediate
in need,In Need,困っている,in need で「必要としている、困っている」という意味。支援が必要な状態を表す。,"in trouble(イントラブル): 困って, needing help(ニーディングヘルプ): 助けが必要な",言語基本,intermediate
in order to,In Order To,〜するために,in order to の詳しい用法を追加してください。,,言語基本,intermediate
in the future,In The Future,将来,in the future の詳しい用法を追加してください。,,言語基本,intermediate
in the middle of,In The Middle Of,〜の真ん中で,in the middle of の詳しい用法を追加してください。,,言語基本,intermediate
in those days,In Those Days,当時は,in those days で「その当時は、あの頃は」という意味。過去のある時期を指す。,"at that time(アットザットタイム): その時, back then(バックゼン): あの頃",時間・数量,intermediate
instead of,Instead Of,〜の代わりに,instead of の詳しい用法を追加してください。,,言語基本,intermediate
It is said that,It Is Said That,〜だと言われている,It is said that で「〜だと言われている」という伝聞表現。一般的な見解を示す。,"They say that(ゼイセイザット): 〜だそうだ, It is believed that(イットイズビリーヴドザット): 〜だと信じられている",言語基本,intermediate
it is time to,It Is Time To,〜する時間だ,it is time to で「〜する時間だ、〜すべき時だ」という意味。行動を促す表現。,"It's time for(イッツタイムフォー): 〜の時間だ, We should(ウィーシュッド): 〜すべきだ",言語基本,intermediate
Just a moment,Just A Moment,ちょっと待って,Just a moment で「少々お待ちください」という丁寧な待機依頼の表現。,"Wait a minute(ウェイトアミニット): ちょっと待って, One moment please(ワンモーメントプリーズ): 少々お待ちください",言語基本,intermediate
keep in touch,Keep In Touch,連絡を取り合う,keep in touch の詳しい用法を追加してください。,,言語基本,intermediate
keep on -ing,Keep On -Ing,保つ (on),keep on -ing の詳しい用法を追加してください。,,言語基本,intermediate
Let's see.,Let'S See.,えーと/どれどれ,Let's see. で「えーと、そうですね」と考える時や、何かを確認する時に使う表現。,"Let me think(レットミーシンク): 考えさせて, Well(ウェル): えーと",言語基本,intermediate
listen to,リ́スン トゥ,〜を聞く,listen(聞く)と to(〜に)の組み合わせ。注意して音を聞くという意味。,"hear(ヒ́ア): 聞こえる, pay attention to(ペ́イアテ́ンショントゥ): 〜に注意を払う",言語基本,beginner
little by little,リ́トゥル バイ リ́トゥル,少しずつ,little(少し)を by(〜ごとに)でつなぐ繰り返し。徐々にという意味。,"gradually(グラ́ジュアリ): 徐々に, step by step(ステ́ップバイステップ): 段階的に",時間・数量,beginner
look at,Look At,〜を見る,look at の詳しい用法を追加してください。,,言語基本,intermediate
look for,Look For,〜を探す,look for の詳しい用法を追加してください。,,言語基本,intermediate
look forward to,Look Forward To,〜を楽しみにする,look forward to の詳しい用法を追加してください。,,言語基本,intermediate
look like,Look Like,〜のように見える,look like の詳しい用法を追加してください。,,言語基本,intermediate
lots of,Lots Of,多くの,lots of の詳しい用法を追加してください。,,言語基本,intermediate
make a difference,メ́イク ア ディ́フレンス,違いを生む・影響を与える,make(作る)、a difference(違い)の組み合わせ。変化をもたらすという意味。,"have an impact(ハ́ヴァニンパ́クト): 影響を持つ, matter(マ́ター): 重要である",人・社会,intermediate
"Me, too.","Me, Too.",私もです,"Me, too. で「私も」という同意を示す表現。相手と同じ状況や気持ちを表す。",So do I(ソードゥアイ): 私もそうです,言語基本,会話表現
more and more,モ́ー アンド モ́ー,ますます・どんどん,more(もっと)の繰り返しで、増加し続けるという意味。,"increasingly(インクリ́ーシングリ): ますます, progressively(プログレ́シヴリ): だんだんと",時間・数量,beginner
more than,More Than,〜以上/〜より多い,more than で「〜以上、〜より多い」という比較表現。数量や程度を示す。,"over(オーバー): 〜以上, exceeding(イクシーディング): 〜を超える",言語基本,intermediate
most of,Most Of,ほとんどの,most of で「〜のほとんど、〜の大部分」という意味。全体の大半を指す。,"the majority of(ザマジョリティオブ): 大多数の, almost all(オールモストオール): ほぼ全て",時間・数量,intermediate
move on,Move On,動く (on),move on の詳しい用法を追加してください。,,言語基本,intermediate
My pleasure.,My Pleasure.,どういたしまして,My pleasure. で「どういたしまして」という丁寧な返答。You're welcome より丁寧。,"You're welcome(ユアーウェルカム): どういたしまして, My honor(マイオナー): 光栄です",言語基本,intermediate
next to,ネ́クスト トゥ,〜の隣に,next(次の)と to(〜に)の組み合わせ。すぐ隣にあるという意味。,"beside(ビサ́イド): 〜のそばに, adjacent to(アジェ́イセントトゥ): 〜に隣接する",場所・移動,beginner
Nice to meet you.,Nice To Meet You.,お会いできて嬉しいです,Nice to meet you. の詳しい用法を追加してください。,,言語基本,intermediate
No problem.,No Problem.,問題ありません,No problem. で「問題ない、大丈夫です」という返答。気軽な承諾や了承を示す。,"No worries(ノーウォーリーズ): 心配ない, That's fine(ザッツファイン): 大丈夫です",言語基本,intermediate
"No, thank you.","No, Thank You.",いいえ結構です,"No, thank you. で「いいえ、結構です」という丁寧な断りの表現。",No thanks(ノーサンクス): 結構です,言語基本,会話表現
not - at all,Not - At All,全く〜ない,not - at all で「全く〜ない」という完全否定の強調表現。,"not in the least(ノットインザリースト): 少しも〜ない, never(ネバー): 決して〜ない",言語基本,intermediate
not always,Not Always,必ずしも〜ない,not always で「必ずしも〜ではない、いつも〜とは限らない」という部分否定。,"not necessarily(ノットネセサリリ): 必ずしも〜ない, sometimes not(サムタイムズノット): 時々そうでない",言語基本,intermediate
not only A but also B,Not Only A But Also B,AだけでなくBも,not only A but also B で「Aだけでなく、Bもまた」という追加を示す相関表現。,"both A and B(ボースAアンドB): AもBも両方, as well as(アズウェルアズ): 〜に加えて",言語基本,intermediate
of course,Of Course,もちろん,of course の詳しい用法を追加してください。,,言語基本,intermediate
on foot,オ́ン フ́ット,徒歩で,on(〜の上に)とfoot(足)の組み合わせ。歩いてという意味。,"walking(ウォ́ーキング): 歩いて, by walking(バ́イウォーキング): 歩行で",場所・移動,intermediate
on one's way to,On One'S Way To,〜への途中で,on one's way to で「〜へ向かう途中で」という移動中を表す表現。,"heading to(ヘディングトゥ): 〜へ向かって, going to(ゴーイングトゥ): 〜へ行く途中",場所・移動,intermediate
on the other hand,On The Other Hand,一方,on the other hand の詳しい用法を追加してください。,,言語基本,intermediate
on the way,On The Way,途中で,on the way で「途中で、道中で」という意味。目的地へ向かっている最中を示す。,"en route(オンルート): 途中で, while going(ホワイルゴーイング): 行く間に",場所・移動,intermediate
once upon a time,Once Upon A Time,昔々,once upon a time の詳しい用法を追加してください。,,言語基本,intermediate
one day,One Day,ある日/いつか,one day で「ある日、いつか」という意味。過去または未来の不特定の日を指す。,"someday(サムデイ): いつか, once(ワンス): かつて",時間・数量,intermediate
over there,Over There,あそこに,over there の詳しい用法を追加してください。,,言語基本,intermediate
Pardon me?,Pardon Me?,もう一度お願いします,Pardon me? で「もう一度言っていただけますか」という丁寧な聞き返し表現。,"Excuse me?(エクスキューズミー): すみません, Could you repeat that?(クッジューリピートザット): もう一度言っていただけますか",言語基本,intermediate
pass by,パ́ス バ́イ,通り過ぎる,pass(通る)とby(そばを)の組み合わせ。横を通るという意味。,"go past(ゴ́ウパスト): 通り過ぎる, move past(ムー́ヴパスト): 過ぎ去る",場所・移動,intermediate
remind A of B,Remind A Of B,AにBを思い出させる,remind A of B で「A(人)にB(こと)を思い出させる」という意味。記憶を呼び起こす表現。,"make A remember B(メイクAリメンバーB): AにBを思い出させる, bring back memories(ブリングバックメモリーズ): 記憶を呼び起こす",言語基本,intermediate
right away,Right Away,すぐに,right away の詳しい用法を追加してください。,,言語基本,intermediate
run away,Run Away,逃げる,run away の詳しい用法を追加してください。,,言語基本,intermediate
run out of,Run Out Of,走る (out),run out of の詳しい用法を追加してください。,,言語基本,intermediate
See you.,See You.,またね,See you. で「またね、さようなら」というカジュアルな別れの挨拶。,"Bye(バイ): さようなら, See you later(シーユーレイター): また後で",言語基本,intermediate
set up,Set Up,設立する,set up の詳しい用法を追加してください。,,言語基本,intermediate
Shall I - ?,Shall I - ?,〜しましょうか?,Shall I - ? で「〜しましょうか」という申し出や提案を表す丁寧な疑問表現。,"Should I(シュッダイ): 〜すべきですか, Would you like me to(ウッジューライクミートゥ): 〜しましょうか",言語基本,intermediate
sit down,Sit Down,座る,sit down の詳しい用法を追加してください。,,言語基本,intermediate
so A that B,So A That B,とてもAなのでB,so A that B で「とてもA(形容詞/副詞)なのでB(結果)」という程度と結果を表す文型。,"such A that B(サッチAザットB): とてもAなのでB, too A to B(トゥーAトゥB): AすぎてBできない",言語基本,intermediate
"Some A, Others B","Some A, Others B",あるものはA、他ははB,"Some A, Others B で「あるものはA、他のものはB」という対比表現。複数の異なるグループを示す。",some - ,言語基本, サム-): あるものは〜、あるものは〜
some of,Some Of,いくつかの,some of で「〜のいくつか、〜の一部」という意味。全体の一部を指す。,"part of(パートオブ): 〜の一部, several of(セブラルオブ): 〜のいくつか",時間・数量,intermediate
sound like,サ́ウンド ラ́イク,〜のように聞こえる,sound(聞こえる)と like(〜のような)の組み合わせ。何かに似た音や様子という意味。,"seem like(スィ́ームラ́イク): 〜のように見える, appear(アピ́ア): 見える",言語基本,beginner
stand up,Stand Up,立ち上がる,stand up の詳しい用法を追加してください。,,言語基本,intermediate
such as,Such As,〜のような,such as の詳しい用法を追加してください。,,言語基本,intermediate
take a walk,Take A Walk,取る a walk,take a walk の詳しい用法を追加してください。,,言語基本,intermediate
take - away,Take - Away,取る - away,take - away の詳しい用法を追加してください。,,言語基本,intermediate
take care of,Take Care Of,〜の世話をする,take care of の詳しい用法を追加してください。,,言語基本,intermediate
take off,Take Off,離陸する,take off の詳しい用法を追加してください。,,言語基本,intermediate
take out,Take Out,取り出す,take out の詳しい用法を追加してください。,,言語基本,intermediate
take part in,テ́イク パ́ート イ́ン,〜に参加する,take(取る)、part(部分)、in(〜に)の組み合わせ。活動に加わるという意味。,"participate in(パーティ́シペイトイン): 〜に参加する, join in(ジョ́インイン): 〜に加わる",人・社会,beginner
Thank you.,Thank You.,ありがとう,Thank you. で「ありがとうございます」という感謝の基本表現。,"Thanks(サンクス): ありがとう, I appreciate it(アイアプリーシエイトイット): 感謝します",言語基本,intermediate
Thanks for,Thanks For,〜をありがとう,Thanks for で「〜をありがとう」という特定のことに対する感謝を表す。,"Thank you for(サンクユーフォー): 〜をありがとう, I appreciate(アイアプリーシエイト): 〜に感謝します",言語基本,intermediate
thanks to,Thanks To,〜のおかげで,thanks to の詳しい用法を追加してください。,,言語基本,intermediate
That's right.,That'S Right.,その通りです,That's right. の詳しい用法を追加してください。,,言語基本,intermediate
these days,These Days,最近,these days の詳しい用法を追加してください。,,言語基本,intermediate
think of,Think Of,〜を思い浮かべる,think of の詳しい用法を追加してください。,,言語基本,intermediate
this way,This Way,こちらへ/このように,this way で「こちらへ、この方法で」という方向や方法を示す表現。,"like this(ライクザット): このように, over here(オーバーヒア): こちらに",場所・移動,intermediate
thousands of,Thousands Of,何千もの,thousands of の詳しい用法を追加してください。,,言語基本,intermediate
too A to B,Too A To B,AすぎてBできない,too A to B で「A(形容詞/副詞)すぎてB(動詞)できない」という程度を表す文型。,"so A that (ソーAザット): とてもAなので, excessively A(エクセシブリA): 過度にA",言語基本,intermediate
turn into,タ́ーン イ́ントゥ,〜に変わる,turn(変わる)と into(〜に)の組み合わせ。別のものになるという意味。,"change into(チェ́インジイントゥ): 〜に変化する, transform into(トランスフォ́ームイントゥ): 〜に変身する",自然・環境,beginner
turn off,Turn Off,消す,turn off の詳しい用法を追加してください。,,言語基本,intermediate
turn on,Turn On,つける,turn on の詳しい用法を追加してください。,,言語基本,intermediate
very much,Very Much,とても,very much で「とても、大変」という強調を表す副詞。感謝や好意を強める。,"a lot(アロット): とても, greatly(グレイトリ): 大いに",時間・数量,intermediate
wait for,ウェ́イト フォ́ー,〜を待つ,wait(待つ)と for(〜を)の組み合わせ。人や物が来るまで待つという意味。,"await(アウェ́イト): 待つ, expect(イクスペ́クト): 期待する",時間・数量,beginner
wake up,Wake Up,目を覚ます,wake up の詳しい用法を追加してください。,,言語基本,intermediate
want to,Want To,〜したい,want to の詳しい用法を追加してください。,,言語基本,intermediate
Welcome to,Welcome To,〜へようこそ,Welcome to で「〜へようこそ」という歓迎の表現。場所やイベントへの歓迎を示す。,"Welcome(ウェルカム): ようこそ, Glad to have you(グラッドトゥハブユー): お越しいただき嬉しいです",言語基本,intermediate
What about - ?,What About - ?,〜はどうですか?,What about - ? で「〜はどうですか」という提案や意見を聞く表現。,"How about(ハウアバウト): 〜はどうですか, What do you think of(ホワットドゥユーシンクオブ): 〜をどう思いますか",言語基本,intermediate
What's up - ?,What'S Up - ?,どうしたの?,What's up - ? で「どうしたの、何かあったの」というカジュアルな挨拶や質問。,"What's wrong(ホワッツロング): どうしたの, How's it going(ハウズイットゴーイング): 調子はどう",言語基本,intermediate
Why don't we - ?,Why Don'T We - ?,〜しませんか?,Why don't we - ? で「〜しませんか」という提案や勧誘を示す表現。,"Let's(レッツ): 〜しましょう, Shall we(シャルウィー): 〜しませんか",言語基本,intermediate
work on,ワ́ーク オ́ン,取り組む,work(働く)と on(〜に)の組み合わせ。何かに努力するという意味。,"focus on(フォ́ウカスオン): 集中する, concentrate on(コ́ンセントレイトオン): 専念する",学校・学習,beginner
work out,Work Out,うまくいく,work out の詳しい用法を追加してください。,,言語基本,intermediate
would like to,Would Like To,〜したい,would like(〜したい)と to(〜すること)の組み合わせ。want to よりも丁寧な表現。,"want to(ウォントトゥ): 〜したい, wish to(ウィッシュトゥ): 〜したい",言語基本,intermediate
would like A to B,Would Like A To B,AにBしてほしい,would like(〜してほしい)で、A(人)にB(動作)をしてほしいという意味。丁寧な依頼表現。,"want A to B(ウォントAトゥB): AにBしてほしい, ask A to B(アスクAトゥB): AにBするよう頼む",言語基本,intermediate
