語句,読み,意味,語源等解説,関連語,関連分野,難易度
be satisfied with,ビー サ́ティスファイド ウィズ,〜に満足している,be、satisfied(満足した)、with(〜に)の組み合わせ。納得しているという意味。,"be content with(ビーコンテ́ントウィズ): 〜に満足している, be pleased with(ビープリ́ーズドウィズ): 〜に喜んでいる",人・社会,初級
be serious about,ビー スィ́アリアス アバ́ウト,〜に真剣である,be、serious(真剣な)、about(〜について)の組み合わせ。本気で取り組んでいるという意味。,"be committed to(ビーコミ́ッティドトゥ): 〜に専念している, be dedicated to(ビーデ́ディケイティドトゥ): 〜に打ち込んでいる",人・社会,初級
be sorry for,ビー ソ́リ フォ́ー,〜を気の毒に思う,be、sorry(気の毒な)、for(〜を)の組み合わせ。同情する、または謝るという意味。,"feel sorry for(フィ́ールソリフォア): 〜を気の毒に思う, apologize for(アポ́ロジャイズフォア): 〜を謝る",人・社会,初級
be suitable for,ビー ス́ータブル フォ́ー,〜に適している,be、suitable(適した)、for(〜に)の組み合わせ。ふさわしいという意味。,"be appropriate for(ビーアプロ́ウプリエイトフォア): 〜に適切である, be fit for(ビーフィットフォア): 〜に適している",日常生活,初級
be sure of,ビー シ́ュア オヴ,〜を確信している,be、sure(確かな)、of(〜を)の組み合わせ。間違いないと思うという意味。,"be certain of(ビーサ́ートゥンオヴ): 〜を確信している, be confident of(ビーコ́ンフィデントオヴ): 〜に自信がある",人・社会,初級
be tired of,ビー タ́イアド オヴ,〜にうんざりする,be、tired(疲れた)、of(〜に)の組み合わせ。飽き飽きするという意味。,"be sick of(ビースィ́ックオヴ): 〜にうんざりする, be fed up with(ビーフェ́ッドア́ップウィズ): 〜にうんざりする",人・社会,初級
be worried about,ビー ワ́リッド アバ́ウト,〜を心配している,be、worried(心配な)、about(〜について)の組み合わせ。不安に思うという意味。,"be concerned about(ビーコンサ́ーンドアバウト): 〜を心配している, be anxious about(ビーア́ングシャスアバウト): 〜を不安に思う",人・社会,初級
before long,ビフォ́ー ロ́ング,まもなく,before(〜前に)と long(長い)の組み合わせ。近い将来にという意味。,"soon(スー́ン): すぐに, in the near future(インザニ́アフュ́ーチャー): 近いうちに",時間・数量,初級
believe in,ビリ́ーヴ イ́ン,〜を信じる,believe(信じる)と in(〜を)の組み合わせ。存在や価値を信じるという意味。,"have faith in(ハ́ヴフェ́イスイン): 〜を信頼する, trust in(トラ́ストイン): 〜を信用する",人・社会,初級
belong to,ビロ́ング トゥ,〜に属する,belong(属する)と to(〜に)の組み合わせ。所有や所属を示すという意味。,"be owned by(ビーオ́ウンドバ́イ): 〜に所有される, be part of(ビーパ́ートオヴ): 〜の一部である",人・社会,初級
benefit from,ベ́ニフィット フロ́ム,〜から利益を得る,benefit(利益を得る)と from(〜から)の組み合わせ。何かから恩恵を受けるという意味。,"profit from(プロ́フィットフロム): 〜から利益を得る, gain from(ゲ́インフロム): 〜から得る",人・社会,初級
blame for,ブレ́イム フォ́ー,〜のせいにする,blame(非難する)と for(〜について)の組み合わせ。責任を負わせるという意味。,"accuse of(アキュ́ーズオヴ): 〜を非難する, hold responsible for(ホ́ウルドリスポ́ンシブルフォア): 〜の責任を問う",人・社会,初級
blow up,ブロ́ウ ア́ップ,爆発する・膨らます,blow(吹く)と up(上へ)の組み合わせ。破裂する、または空気を入れるという意味。,"explode(イクスプロ́ウド): 爆発する, inflate(インフレ́イト): 膨らませる",科学・技術,初級
borrow from,ボ́ロウ フロ́ム,〜から借りる,borrow(借りる)と from(〜から)の組み合わせ。誰かから一時的に物を借りるという意味。対義語: lend to,"loan from(ロ́ウンフロム): 〜から借用する, take from(テ́イクフロム): 〜から取る",人・社会,初級
break away,ブレ́イク アウェ́イ,離脱する・逃げる,break(破る)と away(離れて)の組み合わせ。束縛から逃れるという意味。,"escape(エスケ́イプ): 逃げる, separate from(セ́パレイトフロム): 〜から離れる",人・社会,初級
break into,ブレ́イク イ́ントゥ,押し入る・突然〜し始める,break(破る)と into(〜の中に)の組み合わせ。無理やり入る、または急に始めるという意味。,"enter forcibly(エ́ンターフォ́ーシブリ): 強制的に入る, burst into(バ́ーストイントゥ): 突然〜する",人・社会,初級
bring about,ブリ́ング アバ́ウト,もたらす・引き起こす,bring(持ってくる)と about(周りに)の組み合わせ。結果を生じさせるという意味。,"cause(コ́ーズ): 引き起こす, lead to(リ́ードトゥ): 〜につながる",言語基本,初級
bring along,ブリ́ング アロ́ング,連れてくる・持ってくる,bring(持ってくる)と along(一緒に)の組み合わせ。人や物を伴うという意味。,"take with(テ́イクウィズ): 連れて行く, carry with(キャ́リウィズ): 持って行く",日常生活,初級
bring back,ブリ́ング バ́ック,持ち帰る・思い出させる,bring(持ってくる)と back(後ろに)の組み合わせ。元の場所に戻す、または記憶を呼び起こすという意味。,"return(リタ́ーン): 返す, remind(リマ́インド): 思い出させる",日常生活,初級
build up,ビ́ルド ア́ップ,築き上げる・増強する,build(建てる)と up(上へ)の組み合わせ。徐々に増やす、または強化するという意味。,"develop(ディヴェ́ロップ): 発展させる, strengthen(ストレ́ングスン): 強化する",人・社会,初級
burn down,バ́ーン ダ́ウン,全焼する,burn(燃える)と down(完全に)の組み合わせ。建物が焼け落ちるという意味。,"be destroyed by fire(ビーディストロ́イドバイファ́イア): 火事で焼失する, burn to the ground(バーントゥザグラウンド): 全焼する",自然・環境,初級
by far,バ́イ ファ́ー,はるかに・断然,by(〜によって)と far(遠く)の組み合わせ。比較にならないほどという意味。,"much(マ́ッチ): ずっと, considerably(コンスィ́ダラブリ): かなり",時間・数量,初級
call back,コ́ール バ́ック,折り返し電話する,call(電話する)と back(後ろに)の組み合わせ。再度電話をかけるという意味。,"phone back(フォ́ウンバック): 電話をかけ直す, return a call(リタ́ーンアコール): 折り返し電話する",日常生活,初級
call for,コ́ール フォ́ー,〜を要求する・迎えに行く,call(呼ぶ)と for(〜を)の組み合わせ。必要とする、または人を迎えに行くという意味。,"demand(ディマ́ンド): 要求する, pick up(ピ́ックア́ップ): 迎えに行く",人・社会,初級
call on,コ́ール オ́ン,訪問する・求める,call(呼ぶ)と on(〜に)の組み合わせ。訪れる、または発言を求めるという意味。,"visit(ヴィ́ジット): 訪問する, ask(ア́スク): 求める",人・社会,初級
care about,ケ́ア アバ́ウト,〜を気にかける,care(気にかける)と about(〜について)の組み合わせ。大事に思うという意味。,"be concerned about(ビーコンサーンドアバウト): 〜を心配する, mind(マ́インド): 気にする",人・社会,初級
care for,ケ́ア フォ́ー,〜の世話をする・好む,care(気にかける)と for(〜を)の組み合わせ。面倒を見る、または好きだという意味。,"look after(ル́ックア́フター): 世話する, like(ラ́イク): 好む",人・社会,初級
carry on,キャ́リ オ́ン,続ける・継続する,carry(運ぶ)と on(続いて)の組み合わせ。活動を続けるという意味。,"continue(コンティ́ニュー): 続ける, keep on(キ́ープオン): 続ける",日常生活,初級
catch on,キャ́ッチ オ́ン,理解する・流行する,catch(つかまえる)と on(上に)の組み合わせ。意味が分かる、または人気が出るという意味。,"understand(アンダースタ́ンド): 理解する, become popular(ビカムポ́ピュラー): 人気になる",人・社会,初級
catch up,キャ́ッチ ア́ップ,追いつく,catch(つかまえる)と up(上へ)の組み合わせ。遅れを取り戻すという意味。,"overtake(オ́ウヴァーテイク): 追い越す, keep pace with(キ́ーププェイスウィズ): 〜についていく",場所・移動,初級
choose from,チュ́ーズ フロ́ム,〜から選ぶ,choose(選ぶ)と from(〜から)の組み合わせ。複数の選択肢の中から一つを選ぶという意味。,"select from(セレ́クトフロム): 〜から選択する, pick from(ピ́ックフロム): 〜から選ぶ",日常生活,初級
close to,クロ́ウス トゥ,〜に近い,close(近い)と to(〜に)の組み合わせ。距離や関係が近いという意味。,"near(ニ́ア): 近い, nearby(ニ́アバ́イ): 近くの",場所・移動,初級
close up,クロ́ウズ ア́ップ,閉める・近づく,close(閉じる)と up(完全に)の組み合わせ。しっかり閉める、または接近するという意味。,"shut(シャ́ット): 閉める, approach(アプロ́ウチ): 近づく",日常生活,初級
come about,カ́ム アバ́ウト,起こる・生じる,come(来る)と about(周りに)の組み合わせ。出来事が発生するという意味。,"happen(ハ́プン): 起こる, occur(オカ́ー): 生じる",時間・数量,初級
come along,カ́ム アロ́ング,一緒に来る・進歩する,come(来る)と along(一緒に)の組み合わせ。ついてくる、または物事が進展するという意味。,"accompany(アカ́ンパニ): 同伴する, progress(プロ́グレス): 進歩する",人・社会,初級
come from,カ́ム フロ́ム,〜出身である・由来する,come(来る)と from(〜から)の組み合わせ。出身地や起源を示すという意味。,"originate from(オリ́ジネイトフロム): 由来する, be from(ビーフロム): 〜出身である",言語基本,初級
come into,カ́ム イ́ントゥ,入る・得る,come(来る)と into(〜の中に)の組み合わせ。場所に入る、または財産を得るという意味。,"enter(エ́ンター): 入る, inherit(インヘ́リット): 相続する",場所・移動,初級
come out of,カ́ム ア́ウト オヴ,〜から出てくる,come(来る)、out(外へ)、of(〜から)の組み合わせ。中から外に出るという意味。,"emerge from(イマ́ージフロム): 〜から現れる, exit from(エ́グジットフロム): 〜から退出する",場所・移動,初級
come over,カ́ム オ́ウヴァー,訪ねてくる,come(来る)と over(越えて)の組み合わせ。誰かの家に遊びに来るという意味。,"visit(ヴィ́ジット): 訪問する, drop by(ドロ́ップバ́イ): 立ち寄る",人・社会,初級
compare to,コンペ́ア トゥ,〜にたとえる,compare(比較する)と to(〜に)の組み合わせ。似ているものを例えるという意味。類似: compare with(比較する),"liken to(ラ́イクントゥ): 〜にたとえる, equate with(イクウェ́イトウィズ): 〜と同一視する",言語基本,初級
complain about,コンプレ́イン アバ́ウト,〜について不平を言う,complain(不平を言う)と about(〜について)の組み合わせ。文句を言うという意味。,"grumble about(グラ́ンブルアバウト): 〜について愚痴る, protest against(プロ́ウテストアゲインスト): 〜に抗議する",人・社会,初級
concentrate on,コ́ンセントレイト オ́ン,集中する,concentrate(集中する)と on(〜に)の組み合わせ。一つのことに注意を向けるという意味。,"focus on(フォ́ウカスオン): 焦点を合わせる, pay attention to(ペ́イアテ́ンショントゥ): 注意を払う",学校・学習,初級
connect to,コネ́クト トゥ,〜に接続する,connect(接続する)と to(〜に)の組み合わせ。二つのものを結びつけるという意味。,"link to(リ́ンクトゥ): 〜にリンクする, join to(ジョ́イントゥ): 〜に結合する",科学・技術,初級
contrary to,コ́ントレリ トゥ,〜に反して,contrary(反対の)と to(〜に)の組み合わせ。予想や期待に反するという意味。,"opposite to(オ́ポジットトゥ): 〜の反対に, against(アゲ́インスト): 〜に反して",言語基本,初級
contribute to,コントリ́ビュート トゥ,〜に貢献する,contribute(貢献する)と to(〜に)の組み合わせ。何かの助けになるという意味。,"add to(ア́ッドトゥ): 〜に加える, help(ヘ́ルプ): 助ける",人・社会,初級
cool down,クー́ル ダ́ウン,冷ます・落ち着く,cool(冷たい)と down(下へ)の組み合わせ。温度を下げる、または興奮を鎮めるという意味。,"calm down(カ́ームダ́ウン): 落ち着く, chill out(チ́ルア́ウト): リラックスする",日常生活,初級
cut back,カ́ット バ́ック,削減する,cut(切る)と back(後ろに)の組み合わせ。量を減らすという意味。,"reduce(リデュ́ース): 減らす, decrease(ディクリ́ース): 減少させる",時間・数量,初級
cut down,カ́ット ダ́ウン,切り倒す・削減する,cut(切る)と down(下に)の組み合わせ。木を倒す、または量を減らすという意味。,"reduce(リデュ́ース): 減らす, decrease(ディクリ́ース): 減少させる",自然・環境,初級
cut off,カ́ット オ́フ,切断する・遮る,cut(切る)と off(離して)の組み合わせ。切り離す、または通信を切るという意味。,"disconnect(ディスコネ́クト): 切断する, sever(セ́ヴァー): 断つ",科学・技術,初級
date from,デ́イト フロ́ム,〜にさかのぼる,date(日付がある)と from(〜から)の組み合わせ。起源が特定の時期にあるという意味。,"originate from(オリ́ジネイトフロム): 〜に由来する, go back to(ゴ́ウバ́ックトゥ): 〜にさかのぼる",時間・数量,初級
day by day,デ́イ バイ デ́イ,日ごとに・日々,day(日)を by(〜ごとに)でつなぐ繰り返し。毎日という意味。,"daily(デ́イリ): 毎日, each day(イ́ーチデイ): 毎日",時間・数量,初級
decide on,ディサ́イド オ́ン,〜に決める,decide(決定する)と on(〜に)の組み合わせ。選択するという意味。,"choose(チュ́ーズ): 選ぶ, select(セレ́クト): 選択する",人・社会,初級
depend on,ディペ́ンド オ́ン,頼る・次第である,depend(依存する)と on(〜に)の組み合わせ。誰かに頼る、または何かによって決まるという意味。,"rely on(リラ́イオン): 頼る, count on(カ́ウントオン): 当てにする",人・社会,初級
devote to,ディヴォ́ウト トゥ,〜に捧げる,devote(捧げる)と to(〜に)の組み合わせ。時間や努力を何かに注ぐという意味。,"dedicate to(デ́ディケイトトゥ): 〜に専念する, commit to(コミ́ットトゥ): 〜に専心する",人・社会,初級
die away,ダ́イ アウェ́イ,消えていく・弱まる,die(死ぬ)と away(離れて)の組み合わせ。徐々に消えるという意味。,"fade away(フェ́イドアウェイ): 薄れる, diminish(ディミ́ニッシュ): 減少する",時間・数量,初級
differ from,ディ́ファー フロ́ム,〜と異なる,differ(異なる)と from(〜から)の組み合わせ。何かと違いがあるという意味。,"be different from(ビーディ́ファレントフロム): 〜と違う, vary from(ヴェ́アリフロム): 〜と変わる",言語基本,初級
divide into,ディヴァ́イド イ́ントゥ,〜に分ける,divide(分ける)と into(〜に)の組み合わせ。いくつかの部分に分割するという意味。,"split into(スプリ́ットイントゥ): 分割する, separate into(セ́パレイトイントゥ): 〜に分離する",時間・数量,初級
dream about,ドリ́ーム アバ́ウト,〜の夢を見る,dream(夢見る)と about(〜について)の組み合わせ。夢に見る、または夢想するという意味。,"dream of(ドリ́ームオヴ): 〜を夢見る, fantasize about(ファ́ンタサイズアバウト): 〜を空想する",人・社会,初級
dress up,ドレ́ス ア́ップ,おしゃれをする・正装する,dress(服を着る)と up(上へ)の組み合わせ。普段より良い服を着るという意味。,"get dressed up(ゲ́ットドレ́ストア́ップ): めかし込む, wear formal clothes(ウェ́アフォ́ーマルクロ́ウズ): 正装する",日常生活,初級
drop in,ドロ́ップ イ́ン,立ち寄る,drop(落ちる)と in(中に)の組み合わせ。予告なく訪問するという意味。,"visit casually(ヴィ́ジットキャ́ジュアリ): 気軽に訪れる, stop by(スタ́ップバイ): 立ち寄る",人・社会,初級
drop out,ドロ́ップ ア́ウト,中退する・脱落する,drop(落ちる)と out(外へ)の組み合わせ。学校をやめる、または競争から降りるという意味。,"quit school(クウィ́ットスクー́ル): 退学する, withdraw(ウィズドロ́ー): 撤退する",学校・学習,初級
due to,デュ́ー トゥ,〜のために・〜が原因で,due(原因となる)と to(〜に)の組み合わせ。理由や原因を示すという意味。,"because of(ビコ́ーズオヴ): 〜のせいで, owing to(オ́ウイングトゥ): 〜のため",言語基本,初級
end up,エ́ンド ア́ップ,結局〜になる,end(終わる)と up(結局)の組み合わせ。最終的にある状態になるという意味。,"finish(フィ́ニッシュ): 終わる, wind up(ワ́インドア́ップ): 結局〜になる",時間・数量,初級
escape from,エスケ́イプ フロ́ム,〜から逃げる,escape(逃げる)と from(〜から)の組み合わせ。危険な場所や状況から抜け出すという意味。,"flee from(フリ́ーフロム): 〜から逃走する, run away from(ラ́ンアウェ́イフロム): 〜から逃げ出す",場所・移動,初級
expose to,イクスポ́ウズ トゥ,〜にさらす,expose(さらす)と to(〜に)の組み合わせ。何かに触れさせる、または危険にさらすという意味。,"subject to(サブジェ́クトトゥ): 〜にさらす, introduce to(イントロデュ́ーストゥ): 〜に触れさせる",自然・環境,初級
fail in,フェ́イル イ́ン,〜に失敗する,fail(失敗する)と in(〜において)の組み合わせ。うまくいかないという意味。,"be unsuccessful in(ビーアンサクセ́スフルイン): 〜で失敗する, not succeed in(ナ́ットサクスィードイン): 〜で成功しない",学校・学習,初級
fall asleep,フォ́ール アスリ́ープ,眠りに落ちる,fall(落ちる)と asleep(眠って)の組み合わせ。眠りに入るという意味。,"go to sleep(ゴ́ウトゥスリ́ープ): 眠る, doze off(ドー́ズオフ): うとうとする",日常生活,初級
fall back,フォ́ール バ́ック,後退する・頼る,fall(落ちる)と back(後ろに)の組み合わせ。後方に下がる、または何かに頼るという意味。,"retreat(リトリ́ート): 退却する, rely on(リラ́イオン): 頼る",場所・移動,初級
