語句,読み,意味,語源等解説,関連語,関連分野,難易度
Different regions have different renewable resources .,,異なる地域には異なる再生可能資源があります,,,Sustainable Society,上級
Sunny areas focus on solar .,,日当たりの良い地域は太陽光に焦点を当てます,,,Sustainable Society,上級
Windy regions develop wind power .,,風の強い地域は風力を開発します,,,Sustainable Society,上級
Together renewables can power our entire civilization .,,一緒に再生可能エネルギーは私たちの文明全体を動かすことができます,,,Sustainable Society,上級
Our current economy is linear .,,私たちの現在の経済は線形です,,,Sustainable Society,上級
We take resources make products and discard them .,,資源を取り製品を作りそれらを捨てます,,,Sustainable Society,上級
This take make waste model is unsustainable .,,この取る作る廃棄するモデルは持続不可能です,,,Sustainable Society,上級
It depletes finite resources .,,有限の資源を枯渇させます,,,Sustainable Society,上級
It creates mountains of waste .,,山のような廃棄物を作ります,,,Sustainable Society,上級
We need a circular economy .,,循環経済が必要です,,,Sustainable Society,上級
In a circular economy nothing is wasted .,,循環経済では何も無駄になりません,,,Sustainable Society,上級
Products are designed for durability and repair .,,製品は耐久性と修理のために設計されます,,,Sustainable Society,上級
When products end their life materials are recycled .,,製品が寿命を終えると材料はリサイクルされます,,,Sustainable Society,上級
These materials become inputs for new products .,,これらの材料は新製品の投入物になります,,,Sustainable Society,上級
The cycle continues indefinitely .,,サイクルは無期限に続きます,,,Sustainable Society,上級
This mimics nature ecosystems .,,これは自然の生態系を模倣します,,,Sustainable Society,上級
In nature there is no waste .,,自然には廃棄物はありません,,,Sustainable Society,上級
One organism waste is another food .,,ある生物の廃棄物は別の生物の食物です,,,Sustainable Society,上級
We can design industrial systems the same way .,,同じように産業システムを設計できます,,,Sustainable Society,上級
Companies are adopting circular principles .,,企業は循環原則を採用しています,,,Sustainable Society,上級
Some offer product as a service .,,一部は製品をサービスとして提供します,,,Sustainable Society,上級
Instead of selling light bulbs they sell lighting .,,電球を売る代わりに照明を売ります,,,Sustainable Society,上級
They maintain ownership and responsibility .,,所有権と責任を維持します,,,Sustainable Society,上級
This incentivizes making durable products .,,これは耐久性のある製品を作ることを奨励します,,,Sustainable Society,上級
Sharing economy platforms reduce consumption .,,シェアリングエコノミープラットフォームは消費を減らします,,,Sustainable Society,上級
Car sharing reduces vehicles needed .,,カーシェアリングは必要な車両を減らします,,,Sustainable Society,上級
Tool libraries let people borrow instead of buy .,,ツールライブラリーは人々が買う代わりに借りることを可能にします,,,Sustainable Society,上級
Repair cafes help fix broken items .,,修理カフェは壊れたアイテムを修理するのを助けます,,,Sustainable Society,上級
This extends product lifespans .,,これは製品の寿命を延ばします,,,Sustainable Society,上級
Right to repair laws are emerging .,,修理する権利法が出現しています,,,Sustainable Society,上級
Manufacturers must provide parts and instructions .,,製造業者は部品と説明書を提供しなければなりません,,,Sustainable Society,上級
This fights planned obsolescence .,,これは計画的陳腐化と戦います,,,Sustainable Society,上級
Industrial symbiosis connects different industries .,,産業共生は異なる産業をつなぎます,,,Sustainable Society,上級
One factory waste becomes another raw material .,,ある工場の廃棄物は別の工場の原材料になります,,,Sustainable Society,上級
This reduces both waste and resource extraction .,,これは廃棄物と資源採取の両方を減らします,,,Sustainable Society,上級
Agriculture must also become sustainable .,,農業も持続可能にならなければなりません,,,Sustainable Society,上級
Industrial farming damages the environment .,,工業的農業は環境を損傷します,,,Sustainable Society,上級
It uses excessive pesticides and fertilizers .,,過度の農薬と肥料を使用します,,,Sustainable Society,上級
These chemicals pollute water and soil .,,これらの化学物質は水と土壌を汚染します,,,Sustainable Society,上級
They harm beneficial insects and wildlife .,,有益な昆虫と野生生物に害を与えます,,,Sustainable Society,上級
Monoculture farming depletes soil nutrients .,,単一栽培農業は土壌栄養素を枯渇させます,,,Sustainable Society,上級
It makes crops vulnerable to pests and disease .,,作物を害虫と病気に対して脆弱にします,,,Sustainable Society,上級
Organic farming offers an alternative .,,有機農業は代替案を提供します,,,Sustainable Society,上級
It avoids synthetic chemicals .,,合成化学物質を避けます,,,Sustainable Society,上級
It uses natural pest control methods .,,自然な害虫駆除方法を使います,,,Sustainable Society,上級
Crop rotation maintains soil health .,,輪作は土壌の健康を維持します,,,Sustainable Society,上級
Composting returns nutrients to the soil .,,堆肥化は栄養素を土壌に戻します,,,Sustainable Society,上級
Organic food is healthier for consumers .,,有機食品は消費者にとってより健康的です,,,Sustainable Society,上級
It is better for farm workers too .,,農業労働者にとっても良いです,,,Sustainable Society,上級
Regenerative agriculture goes further .,,再生農業はさらに進みます,,,Sustainable Society,上級
It actively improves soil and ecosystems .,,土壌と生態系を積極的に改善します,,,Sustainable Society,上級
Cover crops prevent erosion .,,被覆作物は侵食を防ぎます,,,Sustainable Society,上級
No till farming preserves soil structure .,,不耕起農業は土壌構造を保存します,,,Sustainable Society,上級
Integrating livestock mimics natural grazing .,,家畜を統合することは自然な放牧を模倣します,,,Sustainable Society,上級
Animals fertilize fields naturally .,,動物は自然に畑を肥やします,,,Sustainable Society,上級
This approach can sequester carbon in soil .,,このアプローチは土壌に炭素を隔離できます,,,Sustainable Society,上級
It helps fight climate change while producing food .,,食料を生産しながら気候変動と戦うのを助けます,,,Sustainable Society,上級
Urban agriculture brings food production to cities .,,都市農業は都市に食料生産をもたらします,,,Sustainable Society,上級
Rooftop gardens use unused space .,,屋上庭園は未使用のスペースを使います,,,Sustainable Society,上級
Vertical farms grow food in buildings .,,垂直農場は建物で食料を育てます,,,Sustainable Society,上級
This reduces transportation emissions .,,これは輸送排出を減らします,,,Sustainable Society,上級
Fresh produce reaches consumers faster .,,新鮮な農産物がより速く消費者に届きます,,,Sustainable Society,上級
Community gardens strengthen neighborhoods .,,コミュニティガーデンは地域を強化します,,,Sustainable Society,上級
People connect with food production .,,人々は食料生産とつながります,,,Sustainable Society,上級
They learn where food comes from .,,食べ物がどこから来るか学びます,,,Sustainable Society,上級
Transportation accounts for significant emissions .,,交通は重要な排出を占めます,,,Sustainable Society,上級
Cars trucks and planes burn fossil fuels .,,車トラック飛行機は化石燃料を燃やします,,,Sustainable Society,上級
We must transform how we move people and goods .,,人と物をどう動かすかを変革しなければなりません,,,Sustainable Society,上級
Electric vehicles are becoming mainstream .,,電気自動車が主流になっています,,,Sustainable Society,上級
They produce no tailpipe emissions .,,排気管からの排出はありません,,,Sustainable Society,上級
As electricity grids become cleaner EVs become greener .,,電力網がクリーンになるにつれてEVはよりグリーンになります,,,Sustainable Society,上級
Battery technology is improving rapidly .,,バッテリー技術は急速に改善しています,,,Sustainable Society,上級
Range is increasing while costs decrease .,,航続距離は増加しコストは減少しています,,,Sustainable Society,上級
Charging infrastructure is expanding .,,充電インフラは拡大しています,,,Sustainable Society,上級
Soon EVs will be cheaper than gas cars .,,間もなくEVはガソリン車より安くなります,,,Sustainable Society,上級
Public transportation is more efficient than private cars .,,公共交通機関は自家用車より効率的です,,,Sustainable Society,上級
Buses and trains carry many people at once .,,バスと電車は一度に多くの人を運びます,,,Sustainable Society,上級
This reduces per capita emissions .,,これは一人当たりの排出を減らします,,,Sustainable Society,上級
Cities are investing in better transit systems .,,都市はより良い交通システムに投資しています,,,Sustainable Society,上級
Light rail and subways move people quickly .,,ライトレールと地下鉄は人々を素早く動かします,,,Sustainable Society,上級
Dedicated bus lanes improve service .,,専用バスレーンはサービスを改善します,,,Sustainable Society,上級
Cycling and walking are the greenest options .,,自転車と徒歩は最もグリーンな選択肢です,,,Sustainable Society,上級
They produce zero emissions .,,ゼロ排出を生み出します,,,Sustainable Society,上級
They also improve health .,,健康も改善します,,,Sustainable Society,上級
Cities are building extensive bike lane networks .,,都市は広範な自転車レーンネットワークを構築しています,,,Sustainable Society,上級
Bike sharing programs make cycling accessible .,,自転車シェアリングプログラムはサイクリングを利用可能にします,,,Sustainable Society,上級
Walkable neighborhoods reduce car dependency .,,歩きやすい地域は車依存を減らします,,,Sustainable Society,上級
Mixed use development puts homes near shops and work .,,複合用途開発は家を店と仕事の近くに置きます,,,Sustainable Society,上級
People can meet daily needs without driving .,,人々は運転せずに日常のニーズを満たすことができます,,,Sustainable Society,上級
This creates more livable cities .,,これはより住みやすい都市を作ります,,,Sustainable Society,上級
High speed rail can replace short flights .,,高速鉄道は短距離フライトを置き換えることができます,,,Sustainable Society,上級
Trains are more efficient for distances under 500 miles .,,電車は500マイル未満の距離でより効率的です,,,Sustainable Society,上級
They offer comfort and city center to city center travel .,,快適さと都心から都心への旅行を提供します,,,Sustainable Society,上級
For freight shipping must become cleaner .,,貨物輸送はよりクリーンにならなければなりません,,,Sustainable Society,上級
Ships currently burn dirty fuel .,,船は現在汚い燃料を燃やします,,,Sustainable Society,上級
Hydrogen and ammonia fuels are being developed .,,水素とアンモニア燃料が開発されています,,,Sustainable Society,上級
Optimizing shipping routes reduces emissions .,,輸送ルートを最適化することは排出を減らします,,,Sustainable Society,上級
Buildings consume enormous amounts of energy .,,建物は膨大な量のエネルギーを消費します,,,Sustainable Society,上級
Heating cooling and lighting require power .,,暖房冷房照明は電力を必要とします,,,Sustainable Society,上級
Traditional buildings are inefficient .,,伝統的な建物は非効率です,,,Sustainable Society,上級
Poor insulation wastes energy .,,貧弱な断熱はエネルギーを無駄にします,,,Sustainable Society,上級
Old windows leak heat .,,古い窓は熱を漏らします,,,Sustainable Society,上級
Inefficient appliances consume excess electricity .,,非効率な機器は過剰な電力を消費します,,,Sustainable Society,上級
Green buildings address these issues .,,グリーンビルディングはこれらの問題に対処します,,,Sustainable Society,上級
They are designed for energy efficiency .,,エネルギー効率のために設計されています,,,Sustainable Society,上級
Thick insulation reduces heating and cooling needs .,,厚い断熱材は暖房と冷房のニーズを減らします,,,Sustainable Society,上級
Triple pane windows minimize heat transfer .,,三重窓ガラスは熱伝達を最小限にします,,,Sustainable Society,上級
LED lighting uses fraction of energy .,,LED照明はエネルギーの一部を使用します,,,Sustainable Society,上級
Smart thermostats optimize temperature control .,,スマートサーモスタットは温度制御を最適化します,,,Sustainable Society,上級
Solar panels on roofs generate electricity .,,屋根のソーラーパネルは電気を生成します,,,Sustainable Society,上級
Some buildings produce more energy than they consume .,,一部の建物は消費するより多くのエネルギーを生産します,,,Sustainable Society,上級
These net positive buildings sell excess to the grid .,,これらのネットポジティブビルディングは余剰を電力網に売ります,,,Sustainable Society,上級
Green roofs provide insulation and reduce runoff .,,グリーンルーフは断熱を提供し流出を減らします,,,Sustainable Society,上級
Plants absorb rainwater .,,植物は雨水を吸収します,,,Sustainable Society,上級
They cool buildings through evaporation .,,蒸発を通して建物を冷やします,,,Sustainable Society,上級
They create habitat for wildlife .,,野生生物の生息地を作ります,,,Sustainable Society,上級
Passive design uses natural systems .,,パッシブデザインは自然のシステムを使います,,,Sustainable Society,上級
Orientation maximizes natural light .,,方向は自然光を最大化します,,,Sustainable Society,上級
Overhangs provide shade in summer .,,軒は夏に日陰を提供します,,,Sustainable Society,上級
Thermal mass stores and releases heat .,,熱容量は熱を蓄え放出します,,,Sustainable Society,上級
Natural ventilation reduces air conditioning needs .,,自然換気は空調のニーズを減らします,,,Sustainable Society,上級
Sustainable materials reduce environmental impact .,,持続可能な材料は環境への影響を減らします,,,Sustainable Society,上級
Bamboo grows quickly and is strong .,,竹は早く成長し強いです,,,Sustainable Society,上級
Recycled steel and concrete reduce resource extraction .,,リサイクルされた鋼とコンクリートは資源採取を減らします,,,Sustainable Society,上級
Low VOC paints improve indoor air quality .,,低VOC塗料は室内空気質を改善します,,,Sustainable Society,上級
Retrofitting existing buildings is also important .,,既存の建物の改修も重要です,,,Sustainable Society,上級
Most buildings in 2050 already exist today .,,2050年のほとんどの建物は今日すでに存在します,,,Sustainable Society,上級
Upgrading them is more efficient than demolition .,,それらをアップグレードすることは取り壊しより効率的です,,,Sustainable Society,上級
Simple improvements make big differences .,,簡単な改善が大きな違いを生みます,,,Sustainable Society,上級
Individual choices collectively create massive impact .,,個々の選択が集合的に大きな影響を生み出します,,,Sustainable Society,上級
How we consume shapes markets .,,私たちがどう消費するかが市場を形作ります,,,Sustainable Society,上級
Reducing consumption is most effective .,,消費を減らすことが最も効果的です,,,Sustainable Society,上級
Buy less but choose quality .,,少なく買いますが質を選んでください,,,Sustainable Society,上級
Durable goods last longer .,,耐久財は長持ちします,,,Sustainable Society,上級
They save money and resources over time .,,時間とともにお金と資源を節約します,,,Sustainable Society,上級
Avoid fast fashion .,,ファストファッションを避けてください,,,Sustainable Society,上級
Cheap clothes are made under poor conditions .,,安い服は劣悪な条件で作られます,,,Sustainable Society,上級
They are discarded quickly .,,すぐに捨てられます,,,Sustainable Society,上級
Choose timeless pieces that last years .,,何年も持つ時代を超えたピースを選んでください,,,Sustainable Society,上級
Support ethical brands .,,倫理的なブランドをサポートしてください,,,Sustainable Society,上級
Reduce meat consumption .,,肉の消費を減らしてください,,,Sustainable Society,上級
Livestock farming has huge environmental costs .,,家畜飼育は巨大な環境コストがあります,,,Sustainable Society,上級
It requires vast amounts of land and water .,,広大な土地と水を必要とします,,,Sustainable Society,上級
It produces significant greenhouse gases .,,重要な温室効果ガスを生産します,,,Sustainable Society,上級
Plant based diets have much lower impact .,,植物ベースの食事ははるかに低い影響を持ちます,,,Sustainable Society,上級
You do not need to become vegan .,,ビーガンになる必要はありません,,,Sustainable Society,上級
Simply eating less meat helps .,,単に肉を少なく食べることが助けになります,,,Sustainable Society,上級
Try meatless Mondays .,,ミートレスマンデーを試してください,,,Sustainable Society,上級
Choose local and seasonal food .,,地元の旬の食べ物を選んでください,,,Sustainable Society,上級
Transporting food long distances uses energy .,,長距離で食べ物を輸送することはエネルギーを使います,,,Sustainable Society,上級
Out of season produce requires heated greenhouses .,,季節外れの農産物は加熱された温室を必要とします,,,Sustainable Society,上級
Local farmers markets offer fresh options .,,地元の農家市場は新鮮な選択肢を提供します,,,Sustainable Society,上級
Reduce food waste .,,食品廃棄物を減らしてください,,,Sustainable Society,上級
One third of food produced is wasted .,,生産される食品の3分の1が無駄になります,,,Sustainable Society,上級
Plan meals to use what you buy .,,買ったものを使うために食事を計画してください,,,Sustainable Society,上級
Store food properly to extend freshness .,,新鮮さを延ばすために適切に食品を保存してください,,,Sustainable Society,上級
Compost food scraps .,,食品くずを堆肥にしてください,,,Sustainable Society,上級
Use reusable items .,,再利用可能なアイテムを使ってください,,,Sustainable Society,上級
Bring your own bags to stores .,,店に自分のバッグを持って行ってください,,,Sustainable Society,上級
Use refillable water bottles .,,詰め替え可能な水筒を使ってください,,,Sustainable Society,上級
Choose products with minimal packaging .,,最小限のパッケージの製品を選んでください,,,Sustainable Society,上級
Support companies with strong sustainability commitments .,,強力な持続可能性のコミットメントを持つ企業をサポートしてください,,,Sustainable Society,上級
Research brands before buying .,,購入前にブランドを調査してください,,,Sustainable Society,上級
Your purchasing power is a vote .,,あなたの購買力は投票です,,,Sustainable Society,上級
Companies respond to consumer demand .,,企業は消費者の需要に応答します,,,Sustainable Society,上級
Government policy is crucial for sustainability .,,政府の政策は持続可能性に重要です,,,Sustainable Society,上級
Individual action alone is insufficient .,,個人の行動だけでは不十分です,,,Sustainable Society,上級
We need systemic change .,,システム的な変化が必要です,,,Sustainable Society,上級
Carbon pricing makes pollution expensive .,,炭素価格設定は汚染を高価にします,,,Sustainable Society,上級
Carbon taxes charge for emissions .,,炭素税は排出に対して課金します,,,Sustainable Society,上級
Cap and trade systems limit total emissions .,,キャップアンドトレードシステムは総排出量を制限します,,,Sustainable Society,上級
Companies must buy permits to pollute .,,企業は汚染するために許可証を購入しなければなりません,,,Sustainable Society,上級
This creates economic incentive to reduce emissions .,,これは排出を減らすための経済的インセンティブを作ります,,,Sustainable Society,上級
Subsidies can accelerate clean technology .,,補助金はクリーン技術を加速できます,,,Sustainable Society,上級
Supporting renewable energy helps it compete .,,再生可能エネルギーを支援することはそれが競争するのを助けます,,,Sustainable Society,上級
Incentives for electric vehicles increase adoption .,,電気自動車へのインセンティブは採用を増やします,,,Sustainable Society,上級
Regulations set minimum standards .,,規制は最低基準を設定します,,,Sustainable Society,上級
Emissions standards for vehicles reduce pollution .,,車両の排出基準は汚染を減らします,,,Sustainable Society,上級
Building codes require energy efficiency .,,建築基準はエネルギー効率を要求します,,,Sustainable Society,上級
Plastic bag bans reduce waste .,,ビニール袋禁止は廃棄物を減らします,,,Sustainable Society,上級
International cooperation is essential .,,国際協力は不可欠です,,,Sustainable Society,上級
Climate change is a global problem .,,気候変動は地球規模の問題です,,,Sustainable Society,上級
No country can solve it alone .,,どの国も単独で解決できません,,,Sustainable Society,上級
The Paris Agreement unites nations .,,パリ協定は国々を統一します,,,Sustainable Society,上級
Countries commit to reducing emissions .,,国々は排出を減らすことを約束します,,,Sustainable Society,上級
They report progress and strengthen targets .,,進捗を報告し目標を強化します,,,Sustainable Society,上級
Developed nations must lead .,,先進国は主導しなければなりません,,,Sustainable Society,上級
They caused most historical emissions .,,歴史的排出のほとんどを引き起こしました,,,Sustainable Society,上級
They have resources to act .,,行動する資源があります,,,Sustainable Society,上級
They should help developing countries transition .,,発展途上国の移行を助けるべきです,,,Sustainable Society,上級
Climate finance supports adaptation and mitigation .,,気候資金は適応と緩和を支援します,,,Sustainable Society,上級
Technology transfer shares clean solutions .,,技術移転はクリーンな解決策を共有します,,,Sustainable Society,上級
Justice must be central to climate action .,,正義は気候行動の中心でなければなりません,,,Sustainable Society,上級
Vulnerable communities suffer most from climate change .,,脆弱なコミュニティは気候変動から最も苦しみます,,,Sustainable Society,上級
Yet they contributed least to the problem .,,しかし彼らは問題に最も少ししか貢献しませんでした,,,Sustainable Society,上級
Solutions must not worsen inequality .,,解決策は不平等を悪化させてはなりません,,,Sustainable Society,上級
Green jobs should provide good wages .,,グリーンジョブは良い賃金を提供すべきです,,,Sustainable Society,上級
Communities must participate in planning .,,コミュニティは計画に参加しなければなりません,,,Sustainable Society,上級
Education is fundamental to sustainability .,,教育は持続可能性の基本です,,,Sustainable Society,上級
People must understand the problems .,,人々は問題を理解しなければなりません,,,Sustainable Society,上級
They must know solutions exist .,,解決策が存在することを知らなければなりません,,,Sustainable Society,上級
Schools should teach environmental science .,,学校は環境科学を教えるべきです,,,Sustainable Society,上級
Students need to understand ecosystems .,,生徒は生態系を理解する必要があります,,,Sustainable Society,上級
They should learn about climate change .,,気候変動について学ぶべきです,,,Sustainable Society,上級
Education should be action oriented .,,教育は行動志向であるべきです,,,Sustainable Society,上級
Students can participate in school gardens .,,生徒は学校の庭に参加できます,,,Sustainable Society,上級
They can conduct energy audits .,,エネルギー監査を実施できます,,,Sustainable Society,上級
They can organize recycling programs .,,リサイクルプログラムを組織できます,,,Sustainable Society,上級
This builds practical skills .,,これは実践的なスキルを構築します,,,Sustainable Society,上級
It empowers young people to make change .,,若者が変化を起こすことを可能にします,,,Sustainable Society,上級
Media has responsibility to inform .,,メディアには情報を伝える責任があります,,,Sustainable Society,上級
Accurate climate reporting is essential .,,正確な気候報道は不可欠です,,,Sustainable Society,上級
False balance misleads the public .,,偽のバランスは公衆を誤解させます,,,Sustainable Society,上級
Scientific consensus is clear .,,科学的コンセンサスは明確です,,,Sustainable Society,上級
Media should reflect this .,,メディアはこれを反映すべきです,,,Sustainable Society,上級
Stories should highlight solutions .,,物語は解決策を強調すべきです,,,Sustainable Society,上級
Not just problems .,,問題だけでなく,,,Sustainable Society,上級
This inspires hope and action .,,これは希望と行動を鼓舞します,,,Sustainable Society,上級
Social movements drive change .,,社会運動は変化を推進します,,,Sustainable Society,上級
Youth climate strikes raise awareness .,,若者の気候ストライキは意識を高めます,,,Sustainable Society,上級
They pressure leaders to act .,,リーダーに行動するよう圧力をかけます,,,Sustainable Society,上級
Grassroots organizations mobilize communities .,,草の根組織はコミュニティを動員します,,,Sustainable Society,上級
They organize protests and campaigns .,,抗議とキャンペーンを組織します,,,Sustainable Society,上級
They push for policy changes .,,政策変更を押し進めます,,,Sustainable Society,上級
Everyone can get involved .,,誰でも関与できます,,,Sustainable Society,上級
Join environmental groups .,,環境グループに参加してください,,,Sustainable Society,上級
Attend town hall meetings .,,タウンホールミーティングに出席してください,,,Sustainable Society,上級
Contact elected officials .,,選出された役人に連絡してください,,,Sustainable Society,上級
Your voice matters .,,あなたの声は重要です,,,Sustainable Society,上級
The challenges are immense .,,課題は巨大です,,,Sustainable Society,上級
But solutions exist .,,しかし解決策は存在します,,,Sustainable Society,上級
We have the technology we need .,,必要な技術があります,,,Sustainable Society,上級
Renewable energy works .,,再生可能エネルギーは機能します,,,Sustainable Society,上級
Sustainable practices are proven .,,持続可能な実践は証明されています,,,Sustainable Society,上級
What we need is will .,,必要なのは意志です,,,Sustainable Society,上級
Will to change harmful systems .,,有害なシステムを変える意志,,,Sustainable Society,上級
Will to prioritize long term over short term .,,短期より長期を優先する意志,,,Sustainable Society,上級
Will to work together .,,一緒に働く意志,,,Sustainable Society,上級
Change is already happening .,,変化はすでに起こっています,,,Sustainable Society,上級
Renewable energy is growing exponentially .,,再生可能エネルギーは指数関数的に成長しています,,,Sustainable Society,上級
Electric vehicle sales are soaring .,,電気自動車の販売は急上昇しています,,,Sustainable Society,上級
More companies commit to net zero .,,より多くの企業がネットゼロにコミットしています,,,Sustainable Society,上級
Cities are becoming greener .,,都市はよりグリーンになっています,,,Sustainable Society,上級
Young people are demanding action .,,若者は行動を要求しています,,,Sustainable Society,上級
This momentum must accelerate .,,この勢いは加速しなければなりません,,,Sustainable Society,上級
Every action counts .,,すべての行動がカウントされます,,,Sustainable Society,上級
Every choice matters .,,すべての選択が重要です,,,Sustainable Society,上級
Together we can build a sustainable future .,,一緒に持続可能な未来を築くことができます,,,Sustainable Society,上級
A future where nature thrives .,,自然が繁栄する未来,,,Sustainable Society,上級
Where people live well within planetary boundaries .,,人々が地球の境界内でよく生きる未来,,,Sustainable Society,上級
Where justice and sustainability go hand in hand .,,正義と持続可能性が手を取り合う未来,,,Sustainable Society,上級
This future is possible .,,この未来は可能です,,,Sustainable Society,上級
But only if we act now .,,しかし今行動する場合のみ,,,Sustainable Society,上級
The time for delay is over .,,遅延の時は終わりました,,,Sustainable Society,上級
The time for action is now .,,行動の時は今です,,,Sustainable Society,上級
Let us build the sustainable society we need .,,必要な持続可能な社会を築きましょう,,,Sustainable Society,上級
For ourselves and future generations .,,私たち自身と将来の世代のために,,,Sustainable Society,上級
The journey begins with each of us .,,旅は私たち一人一人から始まります,,,Sustainable Society,上級
Today .,,今日,,,Sustainable Society,上級
Innovation drives sustainable solutions .,,革新は持続可能な解決策を推進します,,,Sustainable Society,上級
New technologies emerge constantly .,,新しい技術が常に出現します,,,Sustainable Society,上級
Carbon capture removes CO2 from atmosphere .,,炭素捕獲は大気からCO2を除去します,,,Sustainable Society,上級
Direct air capture machines filter carbon .,,直接空気捕獲機は炭素をフィルターします,,,Sustainable Society,上級
Captured carbon can be stored underground .,,捕獲された炭素は地下に保存できます,,,Sustainable Society,上級
Or used to make products .,,または製品を作るために使用されます,,,Sustainable Society,上級
