語句,読み,意味,語源等解説,関連語,関連分野,難易度
away,アウェ́イ,離れて, "on"+"way" が語源。派生: go away(ゴ́ーアウェ́イ): 立ち去る / far away(ファ́ーアウェ́イ): 遠くに,"apart(アパ́ート): 離れて, abroad(アブロ́ード): 海外へ",方向,初級
back,バ́ック,後ろに・戻って,ゲルマン祖語の "bakka" が語源。派生: backward(バ́ックワード): 後ろ向き / backup(バ́ックアップ): 予備,"return(リター́ン): 戻る, behind(ビハ́インド): 後ろに",方向,初級
bad,バ́ッド,悪い,語源不詳(中英語 "badde")。派生: badly(バ́ドリ): ひどく / badness(バ́ドネス): 悪さ,"good(グッ́ド): 良い, poor(プ́ア): 劣った",形容詞,初級
bag,バ́ッグ,かばん,古ノルド語の "baggi" が語源。派生: baggage(バ́ゲッジ): 手荷物 / baggy(バ́ギー): だぶだぶの,"carry(ケ́アリ): 運ぶ, pocket(ポ́ケット): ポケット",生活,初級
ball,ボ́ール,ボール,ゲルマン語系の語に由来。派生: balloon(バルー́ン): 風船 / ballgame(ボ́ールゲーム): 球技,"game(ゲ́ーム): 遊び, sport(スポ́ート): スポーツ",スポーツ,初級
bank,バ́ンク,銀行,イタリア語の "banco"(取引台)が語源。派生: banker(バ́ンカー): 銀行家 / banking(バ́ンキング): 銀行業,"money(マ́ニー): お金, save(セ́イヴ): 貯金する",金融,初級
base,ベ́イス,基礎,ギリシャ語の "basis"(基)が語源。派生: basic(ベ́イシック): 基本の / basis(ベ́イシス): 基盤,"foundation(ファウンデ́イション): 土台, ground(グラ́ウンド): 基礎",概念,初級
because,ビコ́ーズ,〜なので, "by"+"cause" が語源。派生: cause(コ́ーズ): 原因 / causal(コ́ーザル): 原因の,"since(シ́ンス): 〜なので, as(ア́ズ): 〜なので",接続詞,初級
become,ビカ́ム,〜になる, "be"+"come" が語源。派生: becoming(ビカ́ミング): 似合う / outcome(ア́ウトカム): 結果,"turn into(ターンイ́ントゥ): 〜に変わる, grow(グロ́ウ): 成長する",状態変化,初級
bed,ベ́ッド,ベッド,古英語の "bedd" が語源。派生: bedroom(ベ́ドルーム): 寝室 / bedtime(ベ́ッドタイム): 就寝時間,"sleep(スリ́ープ): 眠る, pillow(ピ́ロー): 枕",生活,初級
before,ビフォ́ー,〜の前に, "be"+"fore"(前) が語源。派生: beforehand(ビフォ́アハンド): 前もって / forefront(フォ́アフロント): 最前線,"after(ア́フター): 後に, prior to(プラ́イアトゥ): 〜より前に",時間,初級
begin,ビギ́ン,始める,古英語の "beginnan" が語源。派生: beginning(ビギ́ニング): 始まり / beginner(ビギ́ナー): 初心者,"start(スタ́ート): 始める, commence(コメ́ンス): 開始する",動作,初級
behind,ビハ́インド,〜の後ろに,古英語の "behindan" が語源。派生: hind(ハ́インド): 後ろの / hindmost(ハ́インドモウスト): 最後部の,"back(バ́ック): 後ろ, rear(リ́ア): 後部",位置,初級
believe,ビリ́ーヴ,信じる,古英語の "gelīfan" が語源。"lief"(愛しい)に由来。派生: belief(ビリ́ーフ): 信念 / believable(ビリ́ーヴァブル): 信じられる,"trust(トラ́スト): 信頼する, doubt(ダ́ウト): 疑う",思考,初級
below,ビロ́ウ,〜の下に,古英語の "belōwan" が語源。派生: low(ロ́ウ): 低い / lower(ロ́ウアー): より低い,"under(ア́ンダー): 下に, beneath(ビニ́ース): 下に",前置詞,初級
best,ベ́スト,最も良い,形容詞 "good" の最上級。派生: better(ベ́ター): より良い / bestseller(ベストセ́ラー): ベストセラー,"greatest(グレ́イテスト): 最大の, top(トッ́プ): 最高の",程度,初級
better,ベ́ター,より良い,形容詞 "good" の比較級。派生: betterment(ベ́ターメント): 改善 / get better(ゲットベ́ター): 良くなる,"improve(インプル́ーブ): 改善する, worse(ワ́ース): より悪い",程度,初級
between,ビトゥイ́ーン,〜の間に,古英語の "betwēonum"。"two"(二)に由来。派生: in-between(インビトゥイ́ーン): 中間の / between A and B(ビトゥイ́ーンエ́ーアンドビ́ー): AとBの間で,"among(アマ́ング): 〜の間で, middle(ミ́ドル): 中間",前置詞,初級
big,ビ́ッグ,大きい,語源不詳。派生: bigger(ビ́ガー): より大きい / biggest(ビ́ゲスト): 最も大きい,"large(ラ́ージ): 大きい, small(スモ́ール): 小さい",形容詞,初級
bird,バ́ード,鳥,古英語の "brid" が語源。派生: birdie(バ́ーディー): 小鳥 / birdwatching(バ́ードウォッチング): 野鳥観察,"wing(ウィ́ング): つばさ, fly(フラ́イ): 飛ぶ",生物,初級
black,ブラ́ック,黒い,ゲルマン語系 "blakaz"(焼け焦げた)に由来。派生: blacken(ブラ́ッケン): 黒くする / blackout(ブラ́ックアウト): 停電,"white(ホワ́イト): 白い, dark(ダ́ーク): 暗い",色,初級
blue,ブル́ー,青い,フランス語の "bleu" が語源。派生: bluish(ブル́ーイッシュ): 青みがかった / blueberry(ブ́ルーベリー): ブルーベリー,"green(グリ́ーン): 緑, sky(スカ́イ): 空",色,初級
boat,ボ́ート,舟,古英語の "bāt" が語源。派生: boating(ボ́ーティング): 舟遊び / lifeboat(ラ́イフボート): 救命ボート,"ship(シッ́プ): 船, river(リ́バー): 川",交通,初級
body,ボ́ディ,体・本体,古英語の "bodig" が語源。派生: bodily(ボ́ドリ): 身体の / bodyguard(ボ́ディガード): 護衛,"head(ヘ́ッド): 頭, health(ヘ́ルス): 健康",人体,初級
book,ブ́ック,本,古英語の "bōc"(書かれたもの)が語源。派生: booklet(ブ́ックレット): 小冊子 / bookshelf(ブ́ックシェルフ): 本棚,"read(リ́ード): 読む, library(ラ́イブラーリ): 図書館",学習,初級
both,ボ́ース,両方の,古英語の "bā"(二つ) に由来。派生: both A and B(ボ́ースエ́ーアンドビ́ー): AもBも / both sides(ボ́ースサ́イッズ): 両側,"either(イ́ーザー): どちらか, all(オ́ール): 全部",限定詞,初級
box,ボ́ックス,箱,中英語の "box"(木の名/容器)が語源。派生: mailbox(メ́イルボックス): 郵便箱 / toolbox(トゥ́ールボックス): 道具箱,"case(ケ́イス): 容器, carton(カ́ートン): 段ボール箱",生活,初級
boy,ボ́イ,少年,中英語の "boi" が語源。派生: boyhood(ボ́イフッド): 少年時代 / boyish(ボ́イイッシュ): 少年らしい,"girl(ガ́ール): 少女, child(チャ́イルド): 子ども",人間関係,初級
break,ブレ́イク,壊す・休憩する,古英語の "brecan" が語源。派生: breakable(ブレ́イカブル): 壊れやすい / daybreak(デ́イブレイク): 夜明け,"rest(レ́スト): 休む, fix(フィ́ックス): 直す",動作,初級
bring,ブリ́ング,持ってくる・連れてくる,古英語の "bringan" が語源。派生: bring about(ブリ́ングアバ́ウト): 引き起こす / bring up(ブリ́ングアッ́プ): 育てる,"take(テ́イク): 持っていく, carry(キャ́リー): 運ぶ",動作,初級
build,ビ́ルド,建てる,古英語の "byldan" が語源。派生: building(ビ́ルディング): 建物 / rebuild(リビ́ルド): 再建する,"construct(コンストラ́クト): 建設する, make(メ́イク): 作る",社会,初級
bus,バ́ス,バス,ラテン語 "omnibus"(万人のために)に由来。派生: bus stop(バ́スストップ): バス停 / bus driver(バ́スドライバー): バス運転手,"train(トレ́イン): 列車, taxi(タ́クシー): タクシー",交通,初級
buy,バ́イ,買う,古英語の "bycgan" が語源。派生: buyer(バ́イヤー): 買い手 / buyout(バ́イアウト): 買収,"purchase(パ́ーチェス): 購入する, sell(セ́ル): 売る",経済,初級
call,コ́ール,呼ぶ・電話する,古英語の "ceallian" が語源。派生: caller(コ́ーラー): 発信者 / call back(コ́ールバ́ック): 折り返し電話する,"shout(シャ́ウト): 叫ぶ, phone(フ́ォウン): 電話する",伝達,初級
camera,カ́メラ,カメラ,ギリシャ語の "kamara"(アーチ)が語源。派生: cameraman(カ́メラマン): 撮影者 / camera work(カ́メラワーク): カメラワーク,"photo(フォ́ト): 写真, video(ビ́デオ): 映像",文化,初級
camp,キャ́ンプ,キャンプする,ラテン語 "campus"(野原)が語源。派生: camper(キャ́ンパー): キャンパー / campsite(キャ́ンプサイト): キャンプ場,"tent(テ́ント): テント, outdoor(ア́ウトドア): 野外",レジャー,初級
can,キャ́ン,〜できる・缶,ラテン語 "cannabis/canna"(容器)とゲルマン系動詞の二系統。派生: canned(キャ́ンド): 缶詰の / cannot(キャノ́ット): 〜できない,"able(エ́イブル): 〜できる, tin(ティ́ン): 缶",文法,初級
capital,キャ́ピタル,首都・資本,ラテン語の "caput"(頭)が語源。派生: capitalism(キャ́ピタリズム): 資本主義 / capitalize(キャ́ピタライズ): 資本化する,"city(シ́ティ): 都市, money(マ́ニー): お金",社会,初級
car,カ́ー,車,ラテン語 "carrus"(荷車)が語源。派生: carriage(キャ́リッジ): 客車 / cargo(カ́ーゴ): 貨物,"vehicle(ヴ́ィークル): 乗り物, drive(ドラ́イブ): 運転する",交通,初級
card,カ́ード,カード,ギリシャ語 "khartes"(紙)に由来。派生: postcard(ポ́ストカード): はがき / ID card(ア́イディーカード): 身分証,"ticket(チ́ケット): 切符, paper(ペ́イパー): 紙",生活,初級
care,ケ́ア,世話・注意,ラテン語の "cura"(配慮)が語源。派生: careful(ケ́アフル): 注意深い / carefree(ケ́アフリー): 気楽な,"take care(テ́イクケア): 気を付ける, caution(コー́ション): 注意",健康,初級
carry,キャ́リー,運ぶ,古ノルド語の "kar(r)a" が語源。派生: carriage(キャ́リッジ): 運搬 / carry out(キャ́リーア́ウト): 実行する,"bring(ブリ́ング): 持ってくる, transport(トランスポ́ート): 輸送する",動作,初級
case,ケ́イス,場合・容器,ラテン語 "casus"(落下/事例)が語源。派生: in case(インケ́イス): 〜の場合 / suitcase(ス́ーツケース): スーツケース,"box(ボ́ックス): 箱, situation(シチュエ́イション): 状況",概念,初級
cat,キャ́ット,猫,古英語の "catt" が語源。派生: kitten(キ́トゥン): 子猫 / catlike(キャ́ットライク): 猫のような,"dog(ド́グ): 犬, pet(ペ́ット): ペット",生物,初級
catch,キャ́ッチ,捕まえる,古英語の "cacean" に由来。派生: catcher(キャ́ッチャー): 捕手 / catch up(キャ́ッチアッ́プ): 追いつく,"grab(グラ́ブ): つかむ, hold(ホ́ウルド): つかまえる",動作,初級
cause,コ́ーズ,原因・引き起こす,ラテン語 "causa" が語源。派生: causal(コ́ーザル): 原因の / because(ビコ́ーズ): 〜なので,"reason(リ́ーズン): 理由, effect(イフェ́クト): 効果",概念,初級
center,セ́ンター,中心,ギリシャ語 "kentron"(刺すもの/中心)が語源。派生: central(セ́ントラル): 中心の / centerpiece(セ́ンターピース): 中心飾り,"middle(ミ́ドル): 中央, core(コ́ア): 中核",位置,初級
century,セ́ンチュリー,世紀,ラテン語 "centum"(100)が語源。派生: centennial(センテ́ニアル): 100年祭 / bicentennial(バイセンテ́ニアル): 200年祭,"year(イ́ヤー): 年, history(ヒ́ストリー): 歴史",時間,初級
certain,サ́ーテン,確かな・ある〜,ラテン語 "certus"(確かな)が語源。派生: certainty(サ́ーテンティ): 確実性 / ascertain(アサ́ーテイン): 確かめる,"sure(シュ́ア): 確かな, specific(スペシ́フィック): 特定の",概念,初級
chair,チェ́ア,いす,古フランス語 "chaiere"(座席)が語源。派生: armchair(ア́ームチェア): 肘掛け椅子 / chairman(チェ́アマン): 議長,"table(テ́ーブル): 机, seat(スィ́ート): 座席",生活,初級
change,チェ́インジ,変える・変化,ラテン語 "cambiare"(交換する)が語源。派生: exchange(エクスチェ́インジ): 交換 / changer(チェ́インジャー): 交換装置,"alter(オ́ルター): 変える, vary(ヴェ́アリ): 変化する",変化,初級
cheap,チ́ープ,安い,語源不詳(古英語 "ceap": 取引)。派生: cheaper(チ́ーパー): より安い / cheapness(チ́ープネス): 安さ,"inexpensive(イネクスペ́ンシブ): 安価な, low-cost(ロ́ーコスト): 低コスト",価格,初級
check,チェ́ック,確認する・小切手,古仏語 "eschec"(王手)が語源。派生: checklist(チェ́ックリスト): 確認表 / checkout(チェ́ックアウト): 会計,"verify(ヴェ́リファイ): 検証する, bill(ビ́ル): 請求書",手続き,初級
child,チャ́イルド,子ども,古英語の "cild" が語源。派生: childhood(チャ́イルドフッド): 子ども時代 / childish(チャ́イルディッシュ): 子どもっぽい,"kid(キ́ッド): 子ども, baby(ベ́イビー): 赤ちゃん",人間関係,初級
city,シ́ティ,都市,フランス語 "cite"/ラテン語 "civitas" に由来。派生: citizen(シ́ティズン): 市民 / civic(シ́ヴィック): 市民の,"town(タ́ウン): 町, urban(ア́ーバン): 都市の",社会,初級
class,ク́ラス,授業・階級,ラテン語 "classis"(区分)が語源。派生: classroom(ク́ラスルーム): 教室 / classify(ク́ラシファイ): 分類する,"lesson(レ́ッスン): 授業, grade(グレ́イド): 学年",学習,初級
clean,クリ́ーン,きれいにする・清潔な,古英語 "clǣne" が語源。派生: cleaner(クリー́ナー): 清掃員 / cleanliness(クレ́ンリネス): 清潔さ,"wash(ウ́ォッシュ): 洗う, tidy(タ́イディ): 片付ける",生活,初級
clear,クリ́ア,明確な・晴れた,ラテン語 "clarus"(明るい)が語源。派生: clarify(クレ́リファイ): 明確にする / clearance(クレ́アランス): 障害除去,"obvious(オ́ブヴィアス): 明白な, fine(ファ́イン): 晴れた",状態,初級
climb,クライ́ム,登る,古英語 "climban" が語源。派生: climber(クライ́マー): 登る人 / climbing(クライ́ミング): 登山,"mount(マ́ウント): 登る, go up(ゴ́ーアッ́プ): 上がる",動作,初級
close,クロ́ーズ,閉める・近い,ラテン語 "claudere" が語源。派生: closure(クロー́ジャー): 閉鎖 / closet(クロー́ゼット): 収納,"shut(シャ́ット): 閉める, near(ニ́ア): 近い",生活,初級
clothes,クロ́ウズ,衣服,古英語 "clāthas" が語源。派生: clothing(クロー́ジング): 衣類 / cloth(クロ́ス): 布,"coat(コ́ート): 上着, wear(ウ́ェア): 着る",生活,初級
cloud,クラ́ウド,雲,古英語 "clud"(塊)が語源。派生: cloudy(クラ́ウディ): 曇った / cloudburst(クラ́ウドバースト): にわか雨,"sky(スカ́イ): 空, rain(レ́イン): 雨",自然,初級
coat,コ́ート,上着・コート,フランス語 "cote" が語源。派生: overcoat(オ́ーバーコート): 外套 / raincoat(レ́インコート): 雨合羽,"jacket(ジャ́ケット): 上着, clothes(クロ́ウズ): 衣服",生活,初級
coffee,コ́ーヒー,コーヒー,アラビア語 "qahwa" が語源。派生: coffee shop(コ́ーヒーショップ): 喫茶店 / decaf coffee(デ́ィカフコ́ーヒー): カフェイン抜き,"tea(テ́ィー): お茶, sugar(シ́ュガー): 砂糖",食べ物,初級
cold,コ́ールド,寒い・冷たい,古英語 "cald" が語源。派生: coldness(コ́ールドネス): 寒気 / cold-hearted(コ́ールドハ́ーテッド): 冷淡な,"hot(ホ́ット): 熱い, cool(ク́ール): 涼しい",温度,初級
college,コ́レッジ,大学,ラテン語 "collegium"(仲間)が語源。派生: colleague(コ́リーグ): 同僚 / collegial(コリ́ージアル): 同僚間の,"university(ユニヴァ́ーシティ): 大学, school(スク́ール): 学校",教育,初級
color,カ́ラー,色,ラテン語 "color" が語源。派生: colorful(カ́ラフル): 色鮮やかな / discolor(ディスカ́ラー): 変色させる,"red(レ́ッド): 赤, blue(ブル́ー): 青",色,初級
come,カ́ム,来る,古英語 "cuman" が語源。派生: come in(カ́ムイ́ン): 入ってくる / come back(カ́ムバ́ック): 戻る,"go(ゴ́ー): 行く, arrive(アライ́ヴ): 到着する",動作,初級
common,コ́モン,共通の・一般的な,ラテン語 "communis"(共有)が語源。派生: community(コミュニ́ティ): 共同体 / communicate(コミュ́ニケイト): 伝達する,"general(ジェ́ネラル): 一般の, usual(ユ́ージュアル): ふつうの",概念,初級
company,カ́ンパニー,会社・仲間,ラテン語 "companio"(パンを共にする仲間)が語源。派生: companion(コンパ́ニオン): 仲間 / accompany(アカ́ンパニー): 同行する,"firm(ファ́ーム): 会社, friend(フレ́ンド): 友達",社会,初級
compare,コンペ́ア,比べる,ラテン語 "comparare"(共に整える)が語源。派生: comparison(コンペ́アリソン): 比較 / comparable(コ́ンパラブル): 比較可能な,"contrast(コントラ́スト): 対比する, differ(デ́ィファー): 異なる",思考,初級
complete,コンプリー́ト,完全な・完成する,ラテン語 "complere"(満たす)が語源。派生: completion(コンプリー́ション): 完成 / incomplete(インコンプリー́ト): 不完全な,"finish(フィ́ニッシュ): 終える, whole(ホ́ウル): 全体の",状態,初級
computer,コンピュ́ーター,コンピュータ,ラテン語 "computare"(計算する)が語源。派生: computing(コンピュ́ーティング): 計算 / computerize(コンピュ́ータライズ): 電算化する,"machine(マシ́ーン): 機械, program(プログラ́ム): プログラム",科学,初級
condition,コンディ́ション,状態・条件,ラテン語 "condicio" が語源。派生: conditional(コンディ́ショナル): 条件付きの / conditioner(コンディ́ショナー): 調整剤,"state(ステ́イト): 状態, term(タ́ーム): 条件",概念,初級
consider,コンシ́ダー,よく考える,ラテン語 "considerare"(星を観る→熟考)が語源。派生: consideration(コンシダレ́イション): 熟考 / considerable(コンシ́ダラブル): かなりの,"think(スィ́ンク): 考える, regard(リガ́ード): みなす",思考,初級
continue,コンティ́ニュー,続ける,ラテン語 "continuare" が語源。派生: continuous(コンティ́ニュアス): 連続した / continuity(コンティニュ́イティ): 連続性,"keep(キ́ープ): 続ける, go on(ゴ́ーオン): 続ける",動作,初級
control,コントロ́ール,制御する・抑える,フランス語 "contreroller" に由来。派生: controller(コントロ́ーラー): 制御装置 / uncontrolled(アンコントロ́ールド): 制御されない,"manage(マ́ネージ): 管理する, rule(ル́ール): 統制する",社会,初級
cook,ク́ック,料理する・料理人,古英語 "coc" が語源。派生: cooker(ク́ッカー): 調理器 / cookie(ク́ッキー): 焼き菓子,"chef(シェ́フ): コック, kitchen(キ́ッチン): 台所",食べ物,初級
cool,ク́ール,涼しい・格好いい,中英語 "cole" に由来。派生: cooler(ク́ーラー): 冷却器 / cool down(ク́ールダ́ウン): 冷やす,"cold(コ́ールド): 冷たい, calm(カ́ーム): 落ち着いた",温度,初級
copy,コ́ピー,写し・写す,ラテン語 "copia"(豊富)が語源。派生: copier(コ́ピア): 複写機 / copycat(コ́ピキャット): まねっ子,"duplicate(デュ́ープリケイト): 複製する, print(プリ́ント): 印刷する",学習,初級
corner,コ́ーナー,角,古フランス語 "corne" が語源。派生: corner shop(コ́ーナーショップ): 角の店 / corner kick(コ́ーナーキック): サッカーのコーナーキック,"edge(エ́ッジ): 端, angle(ア́ングル): 角度",位置,初級
correct,コレ́クト,正しい・訂正する,ラテン語 "corrigere"(正す)が語源。派生: correction(コレクショ́ン): 訂正 / corrector(コレ́クター): 校正者,"right(ラ́イト): 正しい, fix(フィ́ックス): 直す",評価,初級
cost,コ́スト,費用・費用がかかる,古フランス語 "coste" が語源。派生: costly(コ́ストリ): 高価な / low-cost(ロ́ーコスト): 低コストの,"price(プラ́イス): 価格, pay(ペ́イ): 支払う",経済,初級
could,クッ́ド,〜できた(過去/仮定),can の過去形/仮定法。派生: couldn't(クッ́ドント): 〜できなかった / could you〜?(クッ́ドユ́ー): 〜していただけますか?,"can(キャ́ン): 〜できる, might(マ́イト): 〜かもしれない",文法,初級
country,カ́ントリー,国・田舎,ラテン語 "contra"(対向)が語源(境界の向こう)。派生: countryside(カ́ントリーサイド): 田舎 / countryman(カ́ントリーマン): 同国人,"nation(ネ́イション): 国家, rural(ル́ーラル): 田舎の",社会,初級
course,コ́ース,進路・講座,ラテン語 "currere"(走る)が語源。派生: of course(オフゴ́ース): もちろん / course book(コ́ースブック): 教科書,"class(クラ́ス): 授業, route(ル́ート): 経路",教育,初級
cover,カ́ヴァー,覆う・表紙,古仏語 "covrir" が語源。派生: coverage(カ́ヴァレッジ): 報道・補償範囲 / cover up(カ́ヴァーアッ́プ): 隠す,"hide(ハ́イド): 隠す, lid(リ́ッド): ふた",生活,初級
create,クリエ́イト,創造する,ラテン語 "creare"(生み出す)が語源。派生: creative(クリエ́イティブ): 創造的な / creature(クリー́チャー): 生き物,"make(メ́イク): 作る, produce(プロデュ́ース): 生み出す",文化,初級
cross,クロ́ス,横切る・十字,ラテン語 "crux"(十字)が語源。派生: crosswalk(クロ́スウォーク): 横断歩道 / crossword(クロ́スワード): 文字パズル,"across(アクロ́ス): 横切って, intersect(インタラ́セクト): 交差する",位置,初級
cry,クライ́,泣く・叫ぶ,擬音的語源。派生: crying(クライ́イング): 泣いている / outcry(ア́ウトクライ): 抗議,"weep(ウィ́ープ): 泣く, shout(シャ́ウト): 叫ぶ",感情,初級
cup,カ́ップ,カップ,ラテン語 "cuppa" が語源。派生: teacup(テ́ィーカップ): ティーカップ / cupcake(カ́ップケーキ): カップケーキ,"glass(グラ́ス): コップ, mug(マ́グ): マグ",食べ物,初級
cut,カ́ット,切る,古英語 "cyttan"。派生: shortcut(ショ́ートカット): 近道 / haircut(ヘ́アカット): 散髪,"slice(スライ́ス): 薄切り, chop(チョ́ップ): 切る",動作,初級
dad,ダ́ッド,お父さん,幼児語起源。派生: daddy(ダ́ディ): パパ / stepdad(ステ́ップダッド): 義父,"father(ファ́ーザー): 父, mom(マ́ム): 母",人間関係,初級
daily,デ́イリー,毎日の・日刊の,古英語 "dæglīc"。派生: daily life(デ́イリーライフ): 日常生活 / daily newspaper(デ́イリーニ́ューズペーパー): 日刊紙,"everyday(エヴリデ́イ): 毎日の, weekly(ウィ́ークリー): 毎週の",時間,初級
