語句,読み,意味,語源等解説,関連語,関連分野,難易度
come out,カ́ム ア́ウト,出版される・明らかになる,come(来る)とout(外へ)の組み合わせ。公になるという意味。,"be published(ビーパ́ブリッシュト): 出版される, be revealed(ビーリヴィ́ールド): 明らかにされる",言語基本,中級
come round,カ́ム ラ́ウンド,意識を回復する・訪ねる,come(来る)とround(周りを)の組み合わせ。戻ってくるという意味。,"regain consciousness(リゲ́インコ́ンシャスネス): 意識を取り戻す, visit(ヴィ́ジット): 訪問する",人・社会,中級
come through,カ́ム スルー́,切り抜ける,come(来る)とthrough(通して)の組み合わせ。困難を乗り越えるという意味。,"survive(サヴァ́イヴ): 生き延びる, succeed(サクシ́ード): 成功する",人・社会,中級
come up,カ́ム ア́ップ,起こる・話題になる,come(来る)とup(上へ)の組み合わせ。浮上するという意味。,"arise(アラ́イズ): 生じる, be mentioned(ビーメ́ンションド): 言及される",時間・数量,中級
crack down,クラ́ック ダ́ウン,厳しく取り締まる,crack(ひび割れ)とdown(下へ)の組み合わせ。強硬に対処するという意味。,"clamp down(クラ́ンプダウン): 厳重取締する, suppress(サプレ́ス): 抑圧する",人・社会,中級
creep up,クリ́ープ ア́ップ,忍び寄る,creep(這う)とup(上へ)の組み合わせ。徐々に近づくという意味。,"approach stealthily(アプロ́ウチステ́ルシリ): こっそり近づく, sneak up(スニ́ークアップ): 忍び寄る",場所・移動,中級
crop up,クロ́ップ ア́ップ,突然現れる,crop(作物)とup(上へ)の組み合わせ。不意に発生するという意味。,"arise unexpectedly(アラ́イズアニクスペ́クティドリ): 予期せず起こる, appear suddenly(アピ́アサ́ドゥンリ): 突然現れる",時間・数量,中級
cross out,クロ́ス ア́ウト,線を引いて消す,cross(横切る)とout(外へ)の組み合わせ。抹消するという意味。,"delete(ディリ́ート): 削除する, strike through(ストラ́イクスルー): 打ち消す",学校・学習,中級
cry out,クラ́イ ア́ウト,叫ぶ,cry(泣く)とout(外へ)の組み合わせ。大声で訴えるという意味。,"shout(シャ́ウト): 叫ぶ, exclaim(イクスクレ́イム): 叫ぶ",言語基本,中級
cut in,カ́ット イ́ン,割り込む,cut(切る)とin(中へ)の組み合わせ。会話や列に入り込むという意味。,"interrupt(インタラ́プト): 遮る, intrude(イントル́ード): 侵入する",人・社会,中級
cut out,カ́ット ア́ウト,切り取る・やめる,cut(切る)とout(外へ)の組み合わせ。削除するという意味。,"remove(リムー́ヴ): 取り除く, stop(スト́ップ): やめる",学校・学習,中級
die down,ダ́イ ダ́ウン,弱まる・鎮まる,die(死ぬ)とdown(下へ)の組み合わせ。勢いが減少するという意味。,"subside(サブサ́イド): 静まる, diminish(ディミ́ニッシュ): 減少する",時間・数量,中級
dig into,ディ́グ イ́ントゥ,掘り下げる・調査する,dig(掘る)とinto(〜の中へ)の組み合わせ。深く調べるという意味。,"investigate deeply(インヴェ́スティゲイトディ́ープリ): 深く調査する, delve into(デ́ルヴイントゥ): 探求する",学校・学習,中級
dig up,ディ́グ ア́ップ,掘り出す・発見する,dig(掘る)とup(上へ)の組み合わせ。地中から取り出すまたは情報を見つけるという意味。,"unearth(アンア́ース): 掘り起こす, discover(ディスカ́ヴァー): 発見する",学校・学習,中級
dish out,ディ́ッシュ ア́ウト,配る・与える,dish(皿)とout(外へ)の組み合わせ。料理を盛るまたは批判を浴びせるという意味。,"distribute(ディストリ́ビュート): 分配する, hand out(ハ́ンドアウト): 配る",日常生活,中級
doze off,ドー́ズ オ́フ,うとうとする,doze(居眠りする)とoff(離れて)の組み合わせ。眠りに落ちるという意味。,"fall asleep(フォ́ールアスリープ): 眠りにつく, nod off(ノ́ッドオフ): うたた寝する",日常生活,中級
drag on,ドラ́グ オ́ン,長引く,drag(引きずる)とon(上に)の組み合わせ。ダラダラ続くという意味。,"continue slowly(コンティ́ニュースロ́ウリ): ゆっくり続く, prolong(プロロ́ング): 延長する",時間・数量,中級
draw back,ドロ́ー バ́ック,後退する,draw(引く)とback(後ろへ)の組み合わせ。引き下がるという意味。,"retreat(リトリ́ート): 退く, withdraw(ウィズドロ́ー): 撤退する",場所・移動,中級
drift apart,ドリ́フト アパ́ート,疎遠になる,drift(漂う)とapart(離れて)の組み合わせ。関係が離れるという意味。,"grow distant(グロ́ウディ́スタント): 距離ができる, become estranged(ビカ́ムイストレ́インジド): 疎遠になる",人・社会,中級
drive at,ドラ́イヴ ア́ット,ほのめかす,drive(運転する)とat(〜へ)の組み合わせ。意図を示唆するという意味。,"imply(インプラ́イ): 暗示する, suggest(サジェ́スト): 示唆する",言語基本,中級
ease off,イ́ーズ オ́フ,和らぐ,ease(楽にする)とoff(離れて)の組み合わせ。緩むという意味。,"lessen(レ́スン): 減る, decrease(ディクリ́ース): 減少する",時間・数量,中級
eat away,イ́ート アウェ́イ,侵食する,eat(食べる)とaway(離れて)の組み合わせ。少しずつ破壊するという意味。,"erode(イロ́ウド): 浸食する, corrode(コロ́ウド): 腐食する",自然・環境,中級
egg on,エ́グ オ́ン,けしかける,egg(卵)とon(上に)の組み合わせ。そそのかすという意味。,"urge(ア́ージ): 促す, incite(インサ́イト): 扇動する",人・社会,中級
even out,イ́ーヴン ア́ウト,平らにする・均等になる,even(平らな)とout(外へ)の組み合わせ。均すという意味。,"level out(レ́ヴルアウト): 平らにする, equalize(イ́ークォライズ): 均等化する",人・社会,中級
face up to,フェ́イス ア́ップ トゥ,立ち向かう,face(直面する)、up(上へ)、to(〜へ)の組み合わせ。勇気を持って対処するという意味。,"confront(コンフラ́ント): 立ち向かう, deal with(ディ́ールウィズ): 対処する",人・社会,中級
fade away,フェ́イド アウェ́イ,消え去る,fade(薄れる)とaway(離れて)の組み合わせ。徐々に消えるという意味。,"disappear gradually(ディスアピ́アグラ́ジュアリ): 徐々に消える, vanish(ヴァ́ニッシュ): 消える",時間・数量,中級
fall apart,フォ́ール アパ́ート,崩壊する,fall(落ちる)とapart(離れて)の組み合わせ。バラバラになるという意味。,"break into pieces(ブレ́イクイントゥピ́ーシズ): 粉々になる, disintegrate(ディスィ́ンティグレイト): 分解する",人・社会,中級
fall off,フォ́ール オ́フ,減少する・落ちる,fall(落ちる)とoff(離れて)の組み合わせ。数量が減るまたは落下するという意味。,"decrease(ディクリ́ース): 減る, drop(ドロ́ップ): 落ちる",時間・数量,中級
fall out,フォ́ール ア́ウト,仲たがいする,fall(落ちる)とout(外へ)の組み合わせ。喧嘩するという意味。,"quarrel(クウォ́レル): 口論する, have a disagreement(ハ́ヴァディサグリ́ーメント): 意見が合わない",人・社会,中級
feel for,フィ́ール フォ́ー,同情する,feel(感じる)とfor(〜のために)の組み合わせ。共感するという意味。,"sympathize with(シ́ンパサイズウィズ): 同情する, pity(ピ́ティ): 哀れむ",人・社会,中級
feel up to,フィ́ール ア́ップ トゥ,〜する気力がある,feel(感じる)、up(上へ)、to(〜へ)の組み合わせ。能力があると感じるという意味。,"be capable of(ビーケ́イパブルオヴ): 〜できる, have energy for(ハ́ヴエ́ナジーフォー): 〜する元気がある",人・社会,中級
fend off,フェ́ンド オ́フ,撃退する,fend(防ぐ)とoff(離して)の組み合わせ。攻撃を避けるという意味。,"repel(リペ́ル): 撃退する, ward off(ウォ́ードオフ): 防ぐ",人・社会,中級
fight back,ファ́イト バ́ック,反撃する,fight(戦う)とback(後ろへ)の組み合わせ。抵抗するという意味。,"resist(リジ́スト): 抵抗する, counterattack(カ́ウンターアタック): 反撃する",人・社会,中級
fight off,ファ́イト オ́フ,撃退する・こらえる,fight(戦う)とoff(離して)の組み合わせ。押し返すという意味。,"repel(リペ́ル): 撃退する, resist(リジ́スト): 抵抗する",人・社会,中級
filter out,フィ́ルター ア́ウト,取り除く,filter(ろ過する)とout(外へ)の組み合わせ。選別するという意味。,"remove(リムー́ヴ): 除去する, screen out(スクリ́ーンアウト): ふるい分ける",科学・技術,中級
firm up,ファ́ーム ア́ップ,確定する・固める,firm(固い)とup(上へ)の組み合わせ。確実にするという意味。,"finalize(ファ́イナライズ): 確定する, strengthen(ストレ́ングスン): 強化する",人・社会,中級
fit in,フィ́ット イ́ン,調和する・適応する,fit(合う)とin(中へ)の組み合わせ。溶け込むという意味。,"blend in(ブレ́ンドイン): 溶け込む, adapt(アダ́プト): 適応する",人・社会,中級
flare up,フレ́ア ア́ップ,燃え上がる・激化する,flare(燃え上がる)とup(上へ)の組み合わせ。突然悪化するという意味。,"erupt(イラ́プト): 噴出する, intensify suddenly(インテ́ンシファイサ́ドゥンリ): 突然激化する",時間・数量,中級
flesh out,フレ́ッシュ ア́ウト,詳しく述べる,flesh(肉)とout(外へ)の組み合わせ。肉付けするという意味。,"elaborate(イラ́ボレイト): 詳述する, expand on(イクスパ́ンドオン): 詳しく説明する",言語基本,中級
float around,フロ́ウト アラ́ウンド,出回る,float(浮かぶ)とaround(周りに)の組み合わせ。流通するという意味。,"circulate(サ́ーキュレイト): 循環する, be in circulation(ビーインサーキュレ́イション): 出回る",人・社会,中級
fold up,フォ́ウルド ア́ップ,畳む・倒産する,fold(折る)とup(上へ)の組み合わせ。折り畳むまたは事業が失敗するという意味。,"collapse(コラ́プス): 崩壊する, close down(クロ́ウズダウン): 閉鎖する",人・社会,中級
follow through,フォ́ロウ スルー́,最後までやり遂げる,follow(従う)とthrough(通して)の組み合わせ。完遂するという意味。,"complete(コンプリ́ート): 完成させる, carry out fully(キャ́リアウトフ́リ): 完全に実行する",学校・学習,中級
fork out,フォ́ーク ア́ウト,しぶしぶ払う,fork(フォーク)とout(外へ)の組み合わせ。お金を出すという意味。,"pay reluctantly(ペ́イリラ́クタントリ): 嫌々払う, shell out(シェ́ルアウト): 金を出す",日常生活,中級
freak out,フリ́ーク ア́ウト,パニックになる,freak(異常な)とout(外へ)の組み合わせ。取り乱すという意味。,"panic(パ́ニック): パニックになる, lose control(ル́ーズコントロ́ウル): 自制を失う",人・社会,中級
freeze up,フリ́ーズ ア́ップ,凍りつく・動けなくなる,freeze(凍る)とup(上へ)の組み合わせ。硬直するという意味。,"become immobilized(ビカ́ムイモ́ウビライズド): 動けなくなる, seize up(シ́ーズアップ): 固まる",人・社会,中級
frown on,フラ́ウン オ́ン,眉をひそめる・難色を示す,frown(しかめっ面)とon(〜の上に)の組み合わせ。不賛成であるという意味。,"disapprove of(ディスアプルー́ヴオヴ): 反対する, look down on(ル́ックダウンオン): 見下す",人・社会,中級
fuss over,ファ́ス オ́ウヴァー,やきもきする,fuss(大騒ぎ)とover(越えて)の組み合わせ。過度に気を使うという意味。,"worry excessively about(ワ́リイクセ́シヴリアバウト): 過度に心配する, be overly concerned(ビーオ́ウヴァリコンサ́ーンド): 必要以上に気にする",人・社会,中級
get around,ゲ́ット アラ́ウンド,移動する・回避する,get(得る)とaround(周りに)の組み合わせ。あちこち行くまたは避けるという意味。,"move about(ムー́ヴアバウト): 動き回る, circumvent(サ́ーカムヴェント): 回避する",場所・移動,中級
get at,ゲ́ット ア́ット,到達する・ほのめかす,get(得る)とat(〜へ)の組み合わせ。手が届くまたは暗に示すという意味。,"reach(リ́ーチ): 到達する, imply(インプラ́イ): 暗示する",言語基本,中級
get away,ゲ́ット アウェ́イ,逃げる,get(得る)とaway(離れて)の組み合わせ。脱出するという意味。,"escape(イスケ́イプ): 逃げる, flee(フリ́ー): 逃走する",場所・移動,中級
get back at,ゲ́ット バ́ック ア́ット,仕返しする,get(得る)、back(後ろへ)、at(〜へ)の組み合わせ。復讐するという意味。,"retaliate(リタ́リエイト): 報復する, take revenge(テ́イクリヴェ́ンジ): 復讐する",人・社会,中級
bail out,ベ́イル ア́ウト,救済する・脱出する,bail(保釈金)とout(外へ)の組み合わせ。困難から助け出すという意味。,"rescue(レ́スキュー): 救助する, help out(ヘ́ルプアウト): 助ける",人・社会,中級
bear with,ベ́ア ウィズ,辛抱する,bear(耐える)とwith(〜と)の組み合わせ。我慢するという意味。,"be patient with(ビーペ́イシェントウィズ): 辛抱強く待つ, tolerate(タ́レレイト): 我慢する",人・社会,中級
beef about,ビ́ーフ アバ́ウト,不平を言う,beef(牛肉)とabout(〜について)の組み合わせ。文句を言うという意味。,"complain about(コンプレ́インアバウト): 不満を言う, grumble(グラ́ンブル): ぶつぶつ言う",言語基本,中級
blurt out,ブラ́ート ア́ウト,うっかり口にする,blurt(口走る)とout(外へ)の組み合わせ。思わず言ってしまうという意味。,"say suddenly(セ́イサ́ドゥンリ): 突然言う, let slip(レ́ットスリップ): 漏らす",言語基本,中級
branch out,ブラ́ンチ ア́ウト,広げる・事業を拡大する,branch(枝)とout(外へ)の組み合わせ。枝分かれするという意味。,"expand(イクスパ́ンド): 拡大する, diversify(ダイヴァ́ーシファイ): 多様化する",人・社会,中級
breeze through,ブリ́ーズ スルー́,楽々とこなす,breeze(そよ風)とthrough(通して)の組み合わせ。軽々と通過するという意味。,"do easily(ドゥ́ーイ́ージリ): 簡単にする, sail through(セ́イルスルー): 楽勝する",学校・学習,中級
coax into,コ́ウクス イ́ントゥ,うまく説得して〜させる,coax(おだてる)とinto(〜の中へ)の組み合わせ。甘言で誘導するという意味。,"persuade gently(パースウェ́イドジェ́ントリ): 優しく説得する, cajole(カジョ́ウル): おだてる",人・社会,中級
conjure up,カ́ンジャー ア́ップ,思い起こす・作り出す,conjure(魔法をかける)とup(上へ)の組み合わせ。呼び起こすという意味。,"evoke(イヴォ́ウク): 呼び起こす, summon(サ́マン): 召喚する",人・社会,中級
cotton on,コ́トン オ́ン,理解する・気づく,cotton(綿)とon(上に)の組み合わせ。徐々に分かるという意味。,"understand gradually(アンダースタ́ンドグラ́ジュアリ): 徐々に理解する, catch on(キャ́ッチオン): 理解する",学校・学習,中級
double up,ダ́ブル ア́ップ,二つ折りにする・爆笑する,double(二倍)とup(上へ)の組み合わせ。二重にするまたは笑いで体を曲げるという意味。,"fold in two(フォ́ウルドイントゥー): 二つ折りにする, laugh hard(ラ́フハード): 大笑いする",日常生活,中級
drum up,ドラ́ム ア́ップ,かき集める・獲得する,drum(太鼓)とup(上へ)の組み合わせ。太鼓で人を集めるという意味。,"gather(ギャ́ザー): 集める, generate(ジェ́ネレイト): 生み出す",人・社会,中級
dwell on,ドウェ́ル オ́ン,くよくよ考える,dwell(住む)とon(〜の上に)の組み合わせ。長く留まるという意味。,"think about constantly(スィ́ンクアバウトコ́ンスタントリ): 絶えず考える, brood over(ブルー́ドオウヴァー): 思い悩む",人・社会,中級
embark on,エンバ́ーク オ́ン,乗り出す・始める,embark(乗船する)とon(〜の上に)の組み合わせ。新しい取り組みを開始するという意味。,"begin(ビギ́ン): 始める, start on(スタートオン): 着手する",学校・学習,中級
eke out,イ́ーク ア́ウト,何とかやりくりする,eke(補う)とout(外へ)の組み合わせ。ギリギリで生計を立てるという意味。,"manage with difficulty(マ́ニジウィズディ́フィカルティ): 苦労してやりくりする, scrape by(スクレ́イプバイ): 何とか生きる",日常生活,中級
gloss over,グロ́ス オ́ウヴァー,ごまかす・取り繕う,gloss(光沢)とover(越えて)の組み合わせ。表面を飾るという意味。,"cover up(カ́ヴァーアップ): 隠蔽する, conceal(コンシ́ール): 隠す",言語基本,中級
goof off,グー́フ オ́フ,サボる,goof(失敗)とoff(離れて)の組み合わせ。怠けるという意味。,"slack off(スラ́ックオフ): 怠ける, idle(ア́イドル): ぶらぶらする",学校・学習,中級
hammer out,ハ́マー ア́ウト,苦心して作り上げる,hammer(金槌)とout(外へ)の組み合わせ。叩いて形にするという意味。,"work out(ワ́ークアウト): 練り上げる, negotiate(ニゴ́ウシエイト): 交渉する",人・社会,中級
hinge on,ヒ́ンジ オ́ン,〜次第である,hinge(蝶番)とon(〜の上に)の組み合わせ。軸となるという意味。,"depend on(ディペ́ンドオン): 依存する, turn on(タ́ーンオン): 〜にかかる",人・社会,中級
