語句,読み,意味,語源等解説,関連語,関連分野,難易度
let sleeping dogs lie,レット スリーピング ドッグズ ライ,寝た子を起こすな,sleeping(眠っている)dogs(犬)をlie(横たわらせる)。問題を蒸し返さないこと。,"avoid trouble(アボイド トラブル): 問題を避ける, leave well enough alone(リーブ ウェル イナフ アローン): そのままにしておく",人・社会,上級
make ends meet,メイク エンズ ミート,収支を合わせる,ends(端)をmeet(合わせる)。収入で生活費を賄うこと。,"manage financially(マネージ ファイナンシャリ): 経済的にやりくりする, live within means(リブ ウィジン ミーンズ): 身の丈に合った生活をする",日常生活,上級
miss the boat,ミス ザ ボート,機会を逃す,boat(船)をmiss(乗り損なう)。好機を失うことの比喩。,"lose opportunity(ルーズ オポチュニティ): 機会を失う, be too late(ビー トゥー レイト): 遅すぎる",時間・数量,上級
no love lost between,ノー ラブ ロスト ビトウィーン,仲が悪い,間にlost(失われた)love(愛)がない。互いに嫌い合っている状態。,"mutual dislike(ミューチュアル ディスライク): 相互の嫌悪, hostile relationship(ホスタイル リレイションシップ): 敵対的な関係",人・社会,上級
out of the blue,アウト オブ ザ ブルー,突然に,青空の外から。予期せぬことが起こること。,"unexpectedly(アンエクスペクティッドリ): 予期せず, suddenly(サドンリ): 突然",時間・数量,上級
over the moon,オーバー ザ ムーン,大喜びで,moon(月)を越えるほど。極度の喜びを表す比喩。,"extremely happy(エクストリームリ ハッピー): 非常に嬉しい, delighted(ディライティッド): 大喜びの",人・社会,上級
piece of cake,ピース オブ ケイク,朝飯前,cake(ケーキ)の一切れ。非常に簡単なことの比喩。,"very easy(ベリ イージー): 非常に簡単な, effortless(エフォートレス): 楽な",人・社会,上級
pull someone's leg,プル サムワンズ レッグ,からかう,誰かのleg(脚)をpull(引っ張る)。冗談を言って人をだますこと。,"tease(ティーズ): からかう, joke with(ジョーク ウィズ): 冗談を言う",人・社会,上級
pull strings,プル ストリングス,裏で手を回す,strings(糸)をpull(引く)。人形劇の操り糸から、影響力を使うこと。,"use influence(ユーズ インフルエンス): 影響力を使う, manipulate(マニピュレイト): 操作する",人・社会,上級
put all your eggs in one basket,プット オール ユア エッグズ イン ワン バスケット,一つに賭ける,全てのeggs(卵)を一つのbasket(かご)に入れる。リスク分散しないこと。,"risk everything(リスク エブリシング): 全てを賭ける, concentrate risk(コンセントレイト リスク): リスクを集中させる",人・社会,上級
rain on someone's parade,レイン オン サムワンズ パレード,水を差す,誰かのparade(パレード)にrain(雨)を降らせる。楽しみを台無しにすること。,"spoil enjoyment(スポイル エンジョイメント): 楽しみを台無しにする, ruin plans(ルーイン プランズ): 計画を台無しにする",人・社会,上級
read between the lines,リード ビトウィーン ザ ラインズ,行間を読む,lines(行)の間をread(読む)。明示されていない意味を理解すること。,"understand implicit meaning(アンダースタンド インプリシット ミーニング): 暗黙の意味を理解する, infer(インファー): 推測する",言語基本,上級
rock the boat,ロック ザ ボート,波風を立てる,boat(船)をrock(揺らす)。安定した状況を乱すこと。,"cause trouble(コーズ トラブル): 問題を起こす, disturb stability(ディスターブ スタビリティ): 安定を乱す",人・社会,上級
see eye to eye,シー アイ トゥ アイ,意見が一致する,eye(目)とeye(目)でsee(見る)。同じ見方をすることの比喩。,"agree completely(アグリー コンプリートリ): 完全に同意する, share opinion(シェア オピニオン): 意見を共有する",人・社会,上級
sit on the fence,シット オン ザ フェンス,中立を保つ,fence(塀)の上にsit(座る)。どちらの側にも立たないこと。,"remain neutral(リメイン ニュートラル): 中立でいる, avoid commitment(アボイド コミットメント): 関与を避ける",人・社会,上級
spill the beans,スピル ザ ビーンズ,秘密を漏らす,beans(豆)をspill(こぼす)。秘密を明かすことの比喩。,"reveal secret(リビール シークレット): 秘密を明かす, disclose(ディスクローズ): 開示する",言語基本,上級
take with a grain of salt,テイク ウィズ ア グレイン オブ ソルト,話半分に聞く,grain(粒)のsalt(塩)と共にtake(取る)。疑いを持って聞くこと。,"be skeptical(ビー スケプティカル): 懐疑的である, doubt partially(ダウト パーシャリ): 部分的に疑う",言語基本,上級
the ball is in your court,ザ ボール イズ イン ユア コート,決定権はあなたにある,ball(ボール)があなたのcourt(コート)にある。テニスの比喩から、次の行動を取る番であること。,"your turn to act(ユア ターン トゥ アクト): あなたが行動する番, your responsibility(ユア リスポンシビリティ): あなたの責任",人・社会,上級
the best of both worlds,ザ ベスト オブ ボース ワールズ,両方の良いとこ取り,両方のworlds(世界)のbest(最良)。二つの良い面を同時に得ること。,"advantages of both(アドバンテジズ オブ ボース): 両方の利点, ideal combination(アイディアル コンビネイション): 理想的な組み合わせ",人・社会,上級
the last straw,ザ ラスト ストロー,堪忍袋の緒が切れる,最後のstraw(わら)。限界を超える最後の出来事。,"final provocation(ファイナル プロボケイション): 最後の挑発, breaking point(ブレイキング ポイント): 限界点",人・社会,上級
throw in the towel,スロー イン ザ タオル,降参する,towel(タオル)をthrow in(投げ入れる)。ボクシングで敗北を認めること。,"give up(ギブ アップ): 諦める, surrender(サレンダー): 降伏する",運動・娯楽,上級
turn a blind eye,ターン ア ブラインド アイ,見て見ぬふりをする,blind(盲目の)eye(目)をturn(向ける)。わざと気づかないふりをすること。,"ignore deliberately(イグノア デリバレトリ): わざと無視する, overlook(オーバールック): 見過ごす",人・社会,上級
under the weather,アンダー ザ ウェザー,体調が悪い,weather(天気)の下にいる。気分がすぐれない状態の比喩。,"feeling ill(フィーリング イル): 体調が悪い, unwell(アンウェル): 気分がすぐれない",食・健康,上級
up in the air,アップ イン ジ エア,未決定で,air(空気)の中にup(上がって)いる。まだ決まっていない状態。,"uncertain(アンサートゥン): 不確かな, undecided(アンディサイディッド): 未決定の",人・社会,上級
walk on eggshells,ウォーク オン エッグシェルズ,腫れ物に触るよう,eggshells(卵の殻)の上をwalk(歩く)。非常に慎重に行動すること。,"be very careful(ビー ベリ ケアフル): 非常に注意深くする, tread carefully(トレッド ケアフリ): 慎重に進む",人・社会,上級
wear your heart on your sleeve,ウェア ユア ハート オン ユア スリーブ,感情を表に出す,heart(心)をsleeve(袖)にwear(身につける)。感情を隠さないこと。,"show emotions openly(ショー イモーションズ オープンリ): 感情を公然と示す, be emotionally expressive(ビー イモーショナリ エクスプレシブ): 感情表現豊かである",人・社会,上級
when pigs fly,ウェン ピッグズ フライ,絶対にありえない,pigs(豚)がfly(飛ぶ)とき。不可能なことの比喩。,"never happen(ネバー ハプン): 決して起こらない, impossible(インポッシブル): 不可能な",時間・数量,上級
wrap your head around,ラップ ユア ヘッド アラウンド,理解する,head(頭)をwrap(包む)。複雑なことを理解すること。,"understand(アンダースタンド): 理解する, comprehend(コンプリヘンド): 把握する",学校・学習,上級
a blessing in disguise,ア ブレッシング イン ディスガイズ,不幸中の幸い,disguise(変装)したblessing(祝福)。悪く見えて実は良いこと。,"hidden benefit(ヒドゥン ベネフィット): 隠れた利益, unexpected advantage(アンエクスペクティッド アドバンテージ): 予期せぬ利点",人・社会,上級
a dime a dozen,ア ダイム ア ダズン,ありふれた,1ダイムで1ダース。非常にありふれていて価値が低いこと。,"very common(ベリ コモン): とてもありふれた, plentiful(プレンティフル): 豊富な",人・社会,上級
actions speak louder than words,アクションズ スピーク ラウダー ザン ワーズ,行動は言葉より雄弁,actions(行動)がwords(言葉)よりlouder(大きく)speak(語る)。,"deeds matter more(ディーズ マター モア): 行いの方が重要, prove by doing(プルーブ バイ ドゥーイング): 行動で示す",人・社会,上級
add insult to injury,アッド インサルト トゥ インジュリー,泣きっ面に蜂,injury(けが)にinsult(侮辱)をadd(加える)。悪い状況をさらに悪くすること。,"make bad worse(メイク バッド ワース): 悪いことをより悪くする, compound problem(コンパウンド プロブレム): 問題を複雑にする",人・社会,上級
all ears,オール イアーズ,聞く耳を持つ,全てがears(耳)。熱心に聞く準備ができている状態。,"listening attentively(リスニング アテンティブリ): 注意深く聞く, eager to hear(イーガー トゥ ヒア): 聞きたがる",言語基本,上級
at the drop of a hat,アット ザ ドロップ オブ ア ハット,即座に,hat(帽子)のdrop(落下)で。すぐにという意味の慣用句。,"immediately(イミーディアトリ): 直ちに, without hesitation(ウィザウト ヘジテイション): ためらわず",時間・数量,上級
be all thumbs,ビー オール サムズ,不器用である,全てがthumbs(親指)。手先が不器用なことの比喩。,"be clumsy(ビー クラムジー): 不器用である, lack dexterity(ラック デクステリティ): 器用さに欠ける",人・社会,上級
beat a dead horse,ビート ア デッド ホース,無駄な努力をする,dead(死んだ)horse(馬)をbeat(叩く)。無意味なことを続けること。,"waste effort(ウェイスト エフォート): 努力を無駄にする, pursue hopeless cause(パスュー ホープレス コーズ): 望みのないことを追求する",人・社会,上級
bite the bullet,バイト ザ ブレット,苦境に耐える,bullet(弾丸)をbite(噛む)。麻酔なしの手術で弾丸を噛んで耐えたことから。,"face difficulty(フェイス ディフィカルティ): 困難に立ち向かう, endure hardship(エンデュア ハードシップ): 苦難に耐える",人・社会,上級
break a leg,ブレイク ア レッグ,成功を祈る,leg(脚)をbreak(折る)。演劇界で幸運を祈る逆説的な表現。,"good luck(グッド ラック): 幸運を, best wishes(ベスト ウィッシーズ): 幸運を祈る",運動・娯楽,上級
bring home the bacon,ブリング ホーム ザ ベイコン,生活費を稼ぐ,bacon(ベーコン)をhome(家)にbring(持ち帰る)。家族を養うこと。,"earn living(アーン リビング): 生計を立てる, provide financially(プロバイド ファイナンシャリ): 経済的に支える",日常生活,上級
bury the hatchet,ベリ ザ ハチェット,仲直りする,hatchet(手斧)をbury(埋める)。ネイティブアメリカンの和平の儀式から。,"make peace(メイク ピース): 和解する, reconcile(レコンサイル): 和解する",人・社会,上級
by the skin of one's teeth,バイ ザ スキン オブ ワンズ ティース,間一髪で,teeth(歯)のskin(皮)で。わずかな差で成功すること。,"barely(ベアリ): かろうじて, narrowly(ナロウリ): わずかな差で",時間・数量,上級
catch someone red-handed,キャッチ サムワン レッドハンディッド,現行犯で捕まえる,red(赤い)handed(手で)catch(捕まえる)。犯行の証拠が明白な状態。,"catch in the act(キャッチ イン ジ アクト): 現場で捕まえる, discover wrongdoing(ディスカバー ローングドゥーイング): 悪事を発見する",人・社会,上級
cry over spilled milk,クライ オーバー スピルド ミルク,覆水盆に返らず,spilled(こぼれた)milk(牛乳)の上でcry(泣く)。過去の失敗を悔やんでも無駄。,"regret past(リグレット パスト): 過去を後悔する, lament irreversible(ラメント イリバーシブル): 取り返しのつかないことを嘆く",人・社会,上級
cut to the chase,カット トゥ ザ チェイス,本題に入る,chase(追跡)にcut(切る)。映画の無駄な部分を飛ばして本題へ。,"get to the point(ゲット トゥ ザ ポイント): 要点に入る, speak directly(スピーク ダイレクトリ): 直接的に話す",言語基本,上級
devil's advocate,デビルズ アドボケイト,わざと反論する人,devil(悪魔)のadvocate(擁護者)。議論のために反対意見を述べる人。,"argue opposite(アーギュー オポジット): 反対を主張する, challenge ideas(チャレンジ アイディアズ): 考えに異議を唱える",人・社会,上級
don't count your chickens,ドント カウント ユア チキンズ,捕らぬ狸の皮算用,chickens(ひよこ)をcount(数える)な。確実でないことを当てにしないこと。,"don't assume success(ドント アスーム サクセス): 成功を仮定するな, wait for results(ウェイト フォー リザルツ): 結果を待て",人・社会,上級
every cloud has a silver lining,エブリ クラウド ハズ ア シルバー ライニング,どんな悪いことにも良い面がある,全てのcloud(雲)にsilver(銀)のlining(裏地)がある。,"hope in adversity(ホープ イン アドバースティ): 逆境の中の希望, positive aspect(ポジティブ アスペクト): 肯定的な面",人・社会,上級
get your act together,ゲット ユア アクト トゥギャザー,しっかりする,act(行動)をtogether(まとめて)get(得る)。きちんと準備して整理すること。,"organize yourself(オーガナイズ ユアセルフ): 自分を整理する, become efficient(ビカム エフィシェント): 効率的になる",人・社会,上級
give the benefit of the doubt,ギブ ザ ベネフィット オブ ザ ダウト,疑わしきは罰せず,doubt(疑い)のbenefit(利益)をgive(与える)。証拠不十分なら有利に解釈すること。,"assume innocence(アスーム イノセンス): 無実を仮定する, trust provisionally(トラスト プロビジョナリ): 暫定的に信頼する",人・社会,上級
go down in flames,ゴー ダウン イン フレイムズ,大失敗する,flames(炎)の中をdown(落ちて)go(行く)。壮絶に失敗すること。,"fail spectacularly(フェイル スペクタキュラリ): 派手に失敗する, crash completely(クラッシュ コンプリートリ): 完全に墜落する",人・社会,上級
have bigger fish to fry,ハブ ビガー フィッシュ トゥ フライ,もっと重要なことがある,より大きなfish(魚)をfry(揚げる)。より重要な事柄があること。,"have priorities(ハブ プライオリティーズ): 優先事項がある, focus on important matters(フォーカス オン インポータント マターズ): 重要事項に集中する",人・社会,上級
hit the sack,ヒット ザ サック,寝る,sack(袋、ベッド)をhit(打つ)。眠りにつくことの口語表現。,"go to bed(ゴー トゥ ベッド): 寝る, retire for night(リタイア フォー ナイト): 就寝する",日常生活,上級
in hot water,イン ホット ウォーター,困った立場に,hot(熱い)water(水)の中に。困難な状況にあること。,"in trouble(イン トラブル): 困って, facing problems(フェイシング プロブレムズ): 問題に直面して",人・社会,上級
it takes two to tango,イット テイクス トゥー トゥ タンゴ,一人では踊れない,tango(タンゴ)を踊るにはtwo(二人)が必要。問題には双方に責任がある。,"both responsible(ボース リスポンシブル): 双方に責任がある, mutual involvement(ミューチュアル インボルブメント): 相互の関与",人・社会,上級
jump the gun,ジャンプ ザ ガン,フライングする,gun(号砲)をjump(飛び越える)。時期尚早に行動すること。,"act prematurely(アクト プリマチュアリ): 早まって行動する, start too early(スタート トゥー アーリ): 早く始めすぎる",時間・数量,上級
kick the bucket,キック ザ バケット,死ぬ,bucket(バケツ)をkick(蹴る)。死ぬことの婉曲表現。,"die(ダイ): 死ぬ, pass away(パス アウェイ): 亡くなる",人・社会,上級
let the cat out of the bag,レット ザ キャット アウト オブ ザ バッグ,秘密をばらす,cat(猫)をbag(袋)から出す。秘密を明かすことの比喩。,"reveal secret(リビール シークレット): 秘密を明かす, disclose information(ディスクローズ インフォメイション): 情報を開示する",言語基本,上級
let your hair down,レット ユア ヘア ダウン,くつろぐ,hair(髪)をdown(下ろす)。リラックスして自然体になること。,"relax(リラックス): くつろぐ, be informal(ビー インフォーマル): くだけた態度でいる",人・社会,上級
like a fish out of water,ライク ア フィッシュ アウト オブ ウォーター,場違いで,water(水)から出たfish(魚)のよう。不慣れな環境で居心地が悪いこと。,"uncomfortable(アンコンフォータブル): 居心地が悪い, out of place(アウト オブ プレイス): 場違いな",人・社会,上級
lose your marbles,ルーズ ユア マーブルズ,正気を失う,marbles(ビー玉、正気)をlose(失う)。気が狂うことの口語表現。,"go crazy(ゴー クレイジー): 気が狂う, become irrational(ビカム イラショナル): 非理性的になる",人・社会,上級
make a long story short,メイク ア ロング ストーリー ショート,手短に言えば,long(長い)story(話)をshort(短く)make(する)。要点だけを述べること。,"summarize(サマライズ): 要約する, be brief(ビー ブリーフ): 簡潔にする",言語基本,上級
off the hook,オフ ザ フック,責任を免れる,hook(釣り針)から外れる。困難な状況から逃れること。,"free from obligation(フリー フロム オブリゲイション): 義務から解放される, avoid responsibility(アボイド リスポンシビリティ): 責任を避ける",人・社会,上級
on cloud nine,オン クラウド ナイン,有頂天で,cloud(雲)nine(9番)に乗って。最高に幸せな状態。,"extremely happy(エクストリームリ ハッピー): 非常に幸せな, euphoric(ユーフォリック): 陶酔した",人・社会,上級
on the same page,オン ザ セイム ペイジ,意見が一致して,同じpage(ページ)にいる。同じ理解や目標を共有すること。,"in agreement(イン アグリーメント): 同意して, sharing understanding(シェアリング アンダースタンディング): 理解を共有して",人・社会,上級
on thin ice,オン シン アイス,危険な状態で,thin(薄い)ice(氷)の上に。危険な状況にいること。,"in danger(イン デインジャー): 危険な状態で, at risk(アット リスク): 危機にさらされて",人・社会,上級
play it by ear,プレイ イット バイ イアー,臨機応変に,ear(耳)で演奏する。楽譜なしで音楽を奏でるように、状況に応じて対応すること。,"improvise(インプロバイズ): 即興で行う, adapt as needed(アダプト アズ ニーディッド): 必要に応じて適応する",人・社会,上級
pull yourself together,プル ユアセルフ トゥギャザー,気を取り直す,yourself(自分)をtogether(一緒に)pull(引っ張る)。冷静さを取り戻すこと。,"regain composure(リゲイン コンポージャー): 平静を取り戻す, calm down(カーム ダウン): 落ち着く",人・社会,上級
raise eyebrows,レイズ アイブラウズ,眉をひそめさせる,eyebrows(眉毛)をraise(上げる)。驚きや不承認を引き起こすこと。,"cause surprise(コーズ サプライズ): 驚きを引き起こす, shock(ショック): 衝撃を与える",人・社会,上級
run circles around,ラン サークルズ アラウンド,圧倒的に勝る,circles(円)の周りをrun(走る)。誰かより遥かに優れていることの比喩。,"far superior(ファー スペリア): 遥かに優れた, outperform greatly(アウトパフォーム グレイトリ): 大きく上回る",人・社会,上級
save face,セイブ フェイス,面目を保つ,face(顔、面目)をsave(守る)。恥をかかずに体面を保つこと。,"preserve dignity(プリザーブ ディグニティ): 尊厳を保つ, avoid embarrassment(アボイド エンバラスメント): 恥を避ける",人・社会,上級
skeleton in the closet,スケルトン イン ザ クロセット,隠しておきたい秘密,closet(押し入れ)のskeleton(骸骨)。隠された不名誉な秘密。,"shameful secret(シェイムフル シークレット): 恥ずべき秘密, hidden scandal(ヒドゥン スキャンダル): 隠されたスキャンダル",人・社会,上級
steal someone's thunder,スティール サムワンズ サンダー,手柄を横取りする,誰かのthunder(雷鳴)をsteal(盗む)。他人の功績を奪うこと。,"take credit(テイク クレディット): 功績を奪う, upstage(アップステージ): 目立とうとする",人・社会,上級
take it with a pinch of salt,テイク イット ウィズ ア ピンチ オブ ソルト,割り引いて聞く,pinch(ひとつまみ)のsalt(塩)と共にtake(取る)。疑いを持って受け取ること。,"be skeptical(ビー スケプティカル): 懐疑的である, doubt partially(ダウト パーシャリ): 部分的に疑う",言語基本,上級
the elephant in the room,ジ エレファント イン ザ ルーム,見て見ぬふりされる問題,room(部屋)のelephant(象)。明白だが誰も触れない問題。,"obvious problem ignored(オブビアス プロブレム イグノアード): 無視される明白な問題, unspoken issue(アンスポークン イシュー): 口に出されない問題",人・社会,上級
throw caution to the wind,スロー コーション トゥ ザ ウィンド,無鉄砲になる,caution(用心)をwind(風)にthrow(投げる)。慎重さを捨てて大胆に行動すること。,"take risks(テイク リスクス): リスクを取る, be reckless(ビー レックレス): 無謀になる",人・社会,上級
twist someone's arm,ツイスト サムワンズ アーム,無理やり説得する,誰かのarm(腕)をtwist(ねじる)。強く説得することの比喩。,"persuade forcefully(パスウェイド フォースフリ): 強く説得する, coerce(コアース): 強制する",人・社会,上級
a drop in the bucket,ア ドロップ イン ザ バケット,焼け石に水,bucket(バケツ)のdrop(一滴)。ごくわずかな量の比喩。,"very small amount(ベリ スモール アマウント): 非常にわずかな量, insignificant(インシグニフィカント): 取るに足らない",時間・数量,上級
